title,publishedAt,channelTitle,category,tags,duration,live_content,view_count,likes,comment_count,subscriber_count,engagement_rate,total_view_count,channel_country
"England v Toa Samoa | 2nd International Test | Match Highlights","2024-11-02T16:41:18Z","NRL - National Rugby League","Sports","""Fox Sports|Games|Highlights|Matches|NRL|NRL 2023|NRL 23 highlights|NRL Full Match Replay|NRL Game Highlights|NRL Live|NRL Match Highlights|NRL Womens|NRL highlights|NRL pre-season|NRL trials|NRL23|NRLW|National Rugby League|Nine|Rugby|Rugby League|Rugby League Highlights|State of Origin|Telstra Premiership|Watch NRL|nrl 2023 highlights|nrl draw|nrl schedule|nrl trials|nrl women's highlights|rugby league highlights""","5.28","none","255680","2163","543","453000","0.010583541927409262","359864166","AU"
"I Tested Lego Cars!","2024-11-03T16:00:25Z","Unspeakable Studios","People & Blogs","""unspeakable|vlog|vlogs|unspeakablegaming|prank|comedy|challenge|laugh|funny|moments|craziest|pranks|crazy|no cursing|no swearing|how to|parody|troll|video|react|family friendly|funniest|adventure|trolling|unspeakable vlogs|real life|life|unspeakable real life|unspeakableplays|behind the scenes|bts|unspeakable behind the scenes|unspeakable bts""","14.0","none","726951","10043","541","3090000","0.01455944073259408","649131178","US"
"Dallas Cowboys vs. Atlanta Falcons Game Highlights | NFL 2024 Season Week 9","2024-11-03T21:21:40Z","NFL","Sports","""[none]""","13.67","none","1395412","14911","2925","13400000","0.012781888073199887","10938454264","Unknown"
"Wild Life: Episode 3 - THE SNAIL.","2024-11-02T15:00:08Z","Grian","Gaming","""grian|life series|episode 1|wild life|3rd life|grian life series""","45.15","none","1086283","73309","4679","8630000","0.07179344609093578","2531090252","GB"
"FIRST DRIVE! TWIN TURBO V12 FERRARI SHAKEDOWN…","2024-11-04T14:00:07Z","DailyDrivenExotics","Autos & Vehicles","""[none]""","37.35","none","564889","52205","3626","4010000","0.09883534641318914","1590039822","CA"
"Club Penguin: Gone But Not Forgotten","2024-11-02T17:27:31Z","Burback","People & Blogs","""[none]""","36.85","none","811644","43233","2228","478000","0.05601100975304444","20258819","US"
"WIN $50 CASH IF YOU CAN FINISH THIS GIANT MEATBALL SUB IN CHICAGO! | BeardMeatsFood","2024-11-03T19:00:33Z","BeardMeatsFood","People & Blogs","""calorie challenge|mukbang|cheat day|cheat meal|man vs food|eating challenge|eating challenge uk|food challenge|matt stonie|beardmeatsfood|beard meats food|beard meets food|beard vs food|adam moran|british competitive eater|fitness|eating channel|eating show|10000 calorie challenge|10k|massive eating challenge|huge eating challenge|100000 calorie challenge|chicago|meatball challenge|Fontano's challenge|chicago food challenge|italian food challenge""","10.47","none","2575795","105946","4130","4520000","0.04273476732426299","1450534685","GB"
"Shannon Sharpe 🗣️ SAQUON BARKLEY HAD THE 'PLAY OF THE YEAR!' + Lions the BEST OVERALL? | First Take","2024-11-04T16:12:55Z","NFL on ESPN","Sports","""Stephen A. Smith|Shannon Sharpe|Dan Orlovsky|Molly Qerim|First Take|Philadelphia Eagles vs Jacksonville Jaguars|Saquon Barkley|Saquon Barkley backwards hurdle|Cowboys|Detroit Lions vs. Green Bay Packers|Lions|Stephen A.|Jared Goff|stephen a smith cowboys|cowboys stephen a smith|stephen a smith eagles|eagles stephen a smith|philadelphia eagles stephen a smith|stephen a smith philadelphia eagles|eagles stephen a.|stephen a.|stephen a. smith""","13.57","none","443491","6383","1274","555000","0.017265288359853977","371917633","US"
"ChupadaGhostf**kaween Sale!","2024-11-03T18:40:01Z","Vivziepop","Film & Animation","""Vivziepop|Zoophobia|helluva boss|helluvaboss|helluva boss merch|chupacadupra|ghostfuckers|ghostfuckers merch|chupacabras merch|halloween""","3.05","none","573146","43094","1702","10400000","0.07815809584294403","1485246681","US"
"Mutliple tornadoes hit Oklahoma on Sunday morning. What we know","2024-11-03T15:02:01Z","KOCO 5 News","News & Politics","""Oklahoma City""","6.05","none","184067","1734","0","158000","0.009420482758995366","155349422","Unknown"
"Highlights: Rams Top Plays In Overtime Win vs. Seahawks | NFL Week 9","2024-11-04T01:44:01Z","Los Angeles Rams","Sports","""Los Angeles Rams|Los Angeles Rams vs. Seattle Seahawks|nfl33|nfl33-highlights|rams|la rams|los angeles rams|nfl week 9|rams vs seahawks|seattle seahawks|rams week 9|rams clips for edits|rams highlights|nfl highlights|nfl week 9 highlights|rams offense|rams defense|jaylen mccollough|jaylen mccollough rams|jaylen mccollough interception|cooper kupp|matthew stafford|matthew stafford highlights|demarcus robinson|braden fiske|jared verse|kamren kinchens""","5.0","none","50611","881","127","151000","0.01991661891683626","71498107","US"
"HIGHLIGHTS | ENGLAND V NEW ZEALAND | AUTUMN NATIONS SERIES 2024","2024-11-02T17:39:56Z","Autumn Nations Series","Sports","""[none]""","7.68","none","654802","5909","1694","85700","0.011611143521247645","46700530","Unknown"
"🚨 BARCA ATTACKS! 🚨 Barcelona vs. Espanyol | LALIGA Highlights | ESPN FC","2024-11-03T18:06:10Z","ESPN FC","Sports","""Barcelona|Barcelona vs. Espanyol|Espanyol|barcelona vs espanyol|fc barcelona|la liga|barça|espanyol|barcelona vs. espanyol|barcelona|futbol|laliga|fútbol|barcelona espanyol|raphinha|espanyol vs barcelona|barça vs espanyol|barca|liga|espn|espanyol barcelona|barcelona vs espanyol highlights|espanyol en vivo|dani olmo|barcelona fc|lewandowski|barcelona highlights|espn fc|fc soccer|soccer|espn fc soccer|soccer on espn|espn soccer|espnfc|fc espn""","9.92","none","431937","5900","477","4420000","0.01476372711761206","4006990331","US"
"Tom Brady breaks down the Lions' DOMINANT win over the Packers | NFL on FOX","2024-11-04T01:04:15Z","NFL on FOX","Sports","""lions|packers|nfl|tom brady|NFL|NFC|Football|fs1|fox sports|fox sports 1|sports|sports news|NFL on FOX|trade rumors|AFC|AFC South|AFC North|NFC South|NFC North|NFC West|NFC East|AFC West|AFC East|2024 NFL regular season|national football league|latest NFL news""","4.5","none","198376","4251","699","74700","0.024952615235713998","125243832","US"
"Minecraft Mob Battles: THE MOVIE","2024-11-02T17:36:20Z","Joll and Conk","People & Blogs","""[none]""","50.87","none","925107","25771","5273","462000","0.03355719932937487","43567732","US"
"Federal judge sides with Iowa secretary of state over voter eligibility dispute","2024-11-04T04:53:09Z","KCCI","News & Politics","""Des Moines|Federal judge sides with Iowa secretary of state over voter eligibility dispute""","1.27","none","58822","1241","0","126000","0.021097548536261942","155381535","Unknown"
"The man who took in orphaned Peanut the squirrel says it’s 'surreal' officials euthanized his pet","2024-11-04T23:44:10Z","WKBW TV | Buffalo, NY","News & Politics","""The man who took in orphaned Peanut the squirrel says it’s 'surreal' officials euthanized his pet""","2.12","none","46409","1433","738","105000","0.046779719450968565","79895147","US"
"SEC Shorts - Top SEC teams go to detention","2024-11-04T14:00:23Z","SEC Shorts","Comedy","""[none]""","5.12","none","425886","17517","1614","292000","0.044920471675518804","91991341","US"
"I Got a Pet Alien (kinda)","2024-11-02T12:00:27Z","TerraGreen","Pets & Animals","""terragreen|terra|green|terra green|pet|pet dinosaur|pet alien|I got a pet alien|terragreen pet|aquarium|terrarium|dr plants|weirdest pet""","11.33","none","1294787","21518","2174","685000","0.018297990325821932","57223803","US"
"The Snail .....🐌 | Ep. 3 | Wild Life","2024-11-02T15:15:01Z","LDShadowLady","Gaming","""ldshadowlady|minecraft|mini game|girl gamer|pink hair|funny|walkthrough""","23.37","none","637033","43276","2671","7240000","0.07212656173228074","3489512947","GB"
"Cosy Day With Mark, Horror Mazes & Halloween Night | ad","2024-11-03T19:27:25Z","Zoe Sugg","People & Blogs","""Zoe Sugg|vlog|Zoella|makeup|grwm|get ready with me|cosmetics|Nala|pug|weekly vlog|daily|vlogging|motherhood|baby|one year old|brighton|haul|lifestyle|life|Alfie deyes|deyes|ottilie|ottie|vlogmas|two year old|toddler|daughter|garden|chatty|baking|family|halloween|tulleys|horror maze|trick or treat|decoration|decorate|movie night""","40.8","none","360446","14908","283","4960000","0.04214500923855446","1075357064","Unknown"
"No. 4 Ohio State Buckeyes vs. No. 3 Penn State Nittany Lions Highlights | FOX College Football","2024-11-02T19:39:09Z","CFB ON FOX","Sports","""cfb on fox|cfb|college football|fox college football|fs1|fox sports|Colorado Buffaloes|Deion Sanders""","14.93","none","704356","6387","1319","236000","0.01094049032023579","136268279","US"
"3 years at the Off Grid cabin in the woods","2024-11-02T22:56:11Z","Bushradical","Howto & Style","""off grid cabin|offgrid cabin|cabin|remote cabin""","41.42","none","272531","19597","960","1090000","0.0754299510881331","135554129","US"
"BABYMONSTER - ‘CLIK CLAK’ PERFORMANCE VIDEO","2024-11-03T04:00:07Z","BABYMONSTER","People & Blogs","""BABYMONSTER|베이비몬스터|베몬|BABYMON|BAEMON|하람|아현|루카|치키타|파리타|로라|아사|HARAM|AHYEON|RUKA|CHIQUITA|PHARITA|RORA|ASA""","2.98","none","15156883","539907","18053","7320000","0.036812318205530783","2916580217","KR"
"T1 vs BLG - Game 5 | Grand Final LoL Worlds 2024 | T1 vs Bilibili Gaming G5 full","2024-11-02T18:35:31Z","EpicSkillshot - LoL VOD Library","Gaming","""playoffs|finals|final|london|LoL|LCS|EU|NA|2024|paris|paris 2024|Worlds|World Championship|S14 Worlds|#worlds|esports|#esports|Season 14|S14|2024 Worlds|lol worlds 2024|lol worlds|lol esports vods|e-sports|lol esports|lolesports|league of legends|epicskillshot|game|play|match|pro|full game|HD|1080p|VOD|VODS|lol vods|worlds vods|T1 vs BLG|BLG vs T1|t1 blg|blg t1|Bilibili Gaming|BLG|Bin|Wei|Knight|Elk|ON|SK Telecom T1|T1|Faker|Oner|Khan|Gumayusi|Keria|Zeus""","42.28","none","667392","9536","1277","598000","0.0162018723628692","622604407","Unknown"
"Why Musical IQ Soars After 30","2024-11-02T19:23:09Z","Rick Beato","Music","""rick beato|everything music|rick|beato|music|music theory|music production|education|Brain|Your Brain on music|Aging|Improvisation|John Williams|Bach|Mozart|Beethoven|Miles Davis|John Coltrane|Pat Metheny|The Beatles""","9.63","none","1458205","56060","13414","4580000","0.047643506914322745","1043478479","US"
"HIGHLIGHTS | All Blacks v England | London, 2024","2024-11-02T19:29:11Z","All Blacks","Sports","""All Blacks|New Zealand Rugby|Rugby|Rugby Union""","3.92","none","213369","2546","546","964000","0.01449132723122853","406932880","NZ"
"Ninja Warrior: Youtubers Edition (ft KSI, Niko & more)","2024-11-02T17:00:25Z","Deji","Entertainment","""ksi|clips|ksiclips|ksi clips|shorts|youtube shorts|ksishorts|ksi shorts|jj olatunji|sidemen|ksi shorts channel|ksi clips channels|minimintershorts|miniminter shorts|miniminter shorts channel|w2sclips|w2s clips channel|w2s shorts channel|sidemen sunday|#sidemensunday|ishowspeed|live speedy|speedy boykins|total wipeout|wipeout|challenge|w2s|fall guys|fall guys irl|chin|playing|ninja|gaiden|face|funny|faces|warriors|ninja warrior|Deji""","44.77","none","1898196","83546","1889","12300000","0.045008523882675976","4209422103","Unknown"
"I Busted 27 Myths in Chapter 2 Remix!","2024-11-02T21:23:21Z","Milo","Gaming","""fortnite|fortnite myths|busting myths in fortnite|I Busted 30 TikTok Myths in Fortnite|milo|soar milo|I Busted 42 Myths in Fortnite|busting tiktok myths|i busted tiktok myths in fortnite|fortnite battle royale|busting fortnite myths|busting myths|busting every fortnite myth|new fortnite|xp map fortnite|xp glitch fortnite|chapter 2 remix|chapter 2 fortnite|remix update fortnite""","8.28","none","297837","5234","463","1460000","0.019127912247303053","362394473","US"
"Dos Días - Tito Double P, Peso Pluma (Video Oficial)","2024-11-01T01:00:08Z","Tito Double P","Music","""tito pp|tito doble p|tito duble pp|peso pluma|peso pp|double p|doble pp|hassan|Double P Records|Double P|Incómodo|Incomodo|Tito incomodo|Dos Días|dos dias|2 dias|2 días|corridos|mexican music|musica mexicana|regional mexicano|bélicos|corridos belicos""","2.75","none","6142548","108105","2478","644000","0.01800278972178972","801224088","MX"
"Adopting a Chihuahua","2024-11-01T13:49:40Z","Jonny Devaney","Entertainment","""[none]""","1.35","none","956684","75932","807","2540000","0.08021352923222297","1217030127","US"
"Sword Master: Jerónimo | Hero Intro | Whiteout Survival","2024-10-12T11:30:20Z","Whiteout Survival","Gaming","""whiteout survival|survival|whiteout|hero|Jerónimo|snow|ice""","0.57","none","746185","11335","686","28600","0.016109945924938186","2864050","US"
"""Barbering and Fashion: HoWStyle Infiuences Haircuts","2024-11-01T19:28:52Z","Tha Lagend Official ","Howto & Style","""[none]""","1.23","none","378646","24123","247","318000","0.06436090702133392","103900963","US"
"This Is What Happens When a Psychopath Chooses Chaos - Once Human","2024-11-01T19:00:03Z","Let's Game It Out","Gaming","""let's game it out|lets game it out|let game it out|let'sgameitout|letsgameitout|letgameitout|game it out|gameitout|lgio|josh let's game it out|let's game it out josh|lgio josh|josh lgio|let's game it out simulator|josh simulator|funny moments|once human|once human game|once human gameplay|once human the way of winter|the way of winter|once human update|once human game guide|let's game it out once human|this is what happens|psychopath chooses chaos""","28.02","none","1522070","66799","2226","5790000","0.045349425453494255","1454805202","US"
"HIGHLIGHTS | All Blacks v Japan | Yokohama, 2024","2024-10-26T08:38:08Z","All Blacks","Sports","""All Blacks|New Zealand Rugby|Rugby|Rugby Union""","14.18","none","788603","7868","1167","964000","0.011456968842370623","406932880","NZ"
"MISS GRAND INTERNATIONAL 2024  GRAND FINAL","2024-10-25T15:44:42Z","GrandTV","Entertainment","""มิสแกรนด์|มิสแกรนด์ไทยแลนด์|miss grand thailand|miss grand|นางงาม|ประกวดนางงาม|ณวัฒน์|มิสแกรนด์ไทยแลนด์ 2023|มิสแกรนด์ไทยแลนด์ 2024|บ้านแกรนด์|Miss Grand International|mgt|GrandTV""","216.0","none","15947736","333556","7263","2060000","0.02137099585797006","266831724","TH"
"livin' like leah | halloween special with ppg :)","2024-11-02T01:44:24Z","Leah Kateb","People & Blogs","""[none]""","15.25","none","309465","22938","1229","222000","0.07809283763915144","1509519","Unknown"
"Skeleton Crew | Official Trailer | Disney+","2024-11-01T14:00:32Z","Star Wars","Entertainment","""star wars|skeleton crew|neel|disney+|star wars show|star wars kids|star wars kids show|pirates""","2.0","none","3409417","32694","5404","4110000","0.01117434447003696","1552452519","US"
"Fortnite: Chapter 2 Remix Battle Pass (Full Showcase)","2024-11-02T07:06:08Z","ShuffleGamer","Gaming","""Fortnite|Fortnite Battle Royale|Battle Royale|Games|Gaming|Gameplay|Fortnite Chapter 2 Remix|Chapter 2 Remix|Fortnite Chapter 5|Chapter 5|New Fortnite|Fortnite New|Fortnite New Update|Fortnite Update|Fortnite New Season|Fortnite Battle Pass|New Fortnite Battle Pass|Fortnite Chapter 2 Remix Battle Pass|Chapter 2 Remix Battle Pass|Chapter 2 Remix Trailer|New|Season|Battle Pass|New Battle Pass|Fortnite OG Chapter 2 Battle Pass|Fortnite Chapter 5 Season 5""","4.67","none","613526","7331","1815","6030000","0.014907273693372408","1090658912","US"
"Qualifying Highlights | 2024 Sao Paulo Grand Prix","2024-11-03T12:49:51Z","FORMULA 1","Sports","""F1|Formula One|Formula 1|Sports|Sport|Action|GP|Grand Prix|Auto Racing|Motor Racing""","8.02","none","3090538","67520","3958","11200000","0.023128012016030867","7315622433","Unknown"
"BABYMONSTER - 'DRIP' M/V","2024-11-01T04:00:06Z","BABYMONSTER","People & Blogs","""BABYMONSTER|베이비몬스터|베몬|BABYMON|BAEMON|하람|아현|루카|치키타|파리타|로라|아사|HARAM|AHYEON|RUKA|CHIQUITA|PHARITA|RORA|ASA""","3.12","none","50398747","1457271","77077","7320000","0.03044416957429517","2916580217","KR"
"Fuerza Regida X Luis R Conriquez - CHOLO 7 (VIDEO OFICIAL)","2024-11-01T00:00:05Z","FUERZA REGIDA","Music","""[none]""","2.67","none","1810627","62529","1688","4320000","0.035466719539695366","5928816201","US"
"Squid Game: Season 2 | Official Teaser | Netflix","2024-10-31T19:00:05Z","Netflix","Entertainment","""2024|456|Childhood Games|Choi Seung-hyun|Coming Soon|Dec 26|Fandom|Gi-hun|Global Phenomenon|Jo Yu-ri|KContent|Kang Ae-sim|Kang Ha-neul|Lee Byung-hun|Lee Jung-jae|Netflix|News|Official Teaser|Park Sung-hoon|Pink Guards|Player 456 Front Man|Red Light Green Light|Season 2|Series|Squid Game|Squid Game 2|Squid Game Doll|Teaser|Teaser Trailer|Wi Ha-jun|Yang Dong-geun|Yim Si-wan|Young-hee""","1.88","none","15268649","448371","17324","29200000","0.030500078952630322","8971613599","US"
"Lil Uzi Vert - Chill Bae [Official Music Video]","2024-11-01T04:00:08Z","LIL UZI VERT","Music","""Lil|Uzi|Vert|Lil Uzi Vert|Eternal Atake|Money Longer|LUV|Futsal Shuffle|That Way|Sanguine Paradise|XO Tour Life|XO Tour Llif3|Luv Is Rage|Luv is Rage 2|The Perfect LUV Tape|Worldstar|Akadmiks|Philly|Rap|Hip Hop|Atlantic Records|Generation Now|Roc Nation|nwE_BsjBSUw|New Patek|Je2OItlb4pY/edit|PLUTO X BABY PLUTO|PLUTO|Lil Uzi Vert Future|Lil Uzi Vert Future Pluto x Baby Pluto|Future|Future Pluto|Lil Uzi Pluto x Baby Pluto|Baby Pluto""","3.42","none","2820202","85588","5616","9840000","0.03233952745228888","5168439853","Unknown"
"How Destructive Is Our Harpoon Cannon?","2024-11-01T22:00:11Z","How Ridiculous","Sports","""how ridiculous|rexy|44club""","22.5","none","780705","34659","1383","23000000","0.046165965377447306","13764386151","AU"
"I Found a WW2 German Spy Cave, Hidden in the American Desert?","2024-11-01T19:12:41Z","Desert Drifter","People & Blogs","""[none]""","25.2","none","411412","21129","2102","356000","0.05646651045667117","47630071","US"
"MARIAH CAREY - IT'S TIME!!!! (2024)","2024-11-01T04:00:28Z","Mariah Carey","Music","""[none]""","0.92","none","2006002","150683","8227","11200000","0.07921726897580361","9188318968","US"
"Laufey - Santa Baby (Official Music Video)","2024-11-01T14:00:06Z","Laufey","Music","""laufey|laufey lin|chill|lyric video|everything i know about love|laufey video|jazz|jazzy|everything i know|layvay|lay vay|slow|Lauvey|Laufey|from the start|fts|visualizer|official visualizer|new music|tiktok|laufey tiktok|classical|ballerina|music school|new song|lyrics|lyric|bewitched|music video|new album|live|acoustic|christmas|holiday|a very laufey holiday|winter wonderland|winter""","4.05","none","2131934","106388","3741","1880000","0.05165685241663204","449183878","US"
"The BIGGEST argument in Locked In history?! Locked In S5 EP4 |  @Footasylumofficial","2024-11-03T19:00:10Z","Footasylum","Entertainment","""Footasylum|Yung Filly|Darkest Man|GK Barry|Nella Rose|Harry Pinero|Chunkz|Johnny Carey|Sharky|AJ Shabeel|Niko Omilana|King Kenny|Beta Squad|Sidemen|KSI|Locked In|Does The Shoe Fit|Chef Asylum|Stephen Tries|Bambino Becky|Max Khadar|Good Evening Britain|Liar Liar|Bad Bistro|Adeola Patronne|Chunkz & Filly|Philly|Young Filly|Chunks|BETA squad|Behzinga|Miniminter|Zerkaa|Tobjizzle|The Burnt Chip|tennessee|Chloe Burrows|Pieface|Tays|Heather Bowling""","57.52","none","1228628","26953","2094","2860000","0.02364181835348047","846964070","GB"
"Livingstone and Hope Hit Tons | Highlights | West Indies v England | 2nd CG United ODI","2024-11-02T22:37:20Z","Windies Cricket","Sports","""cricket|cricket west indies|west indies|windies|west indies cricket team|cricket highlights|cricket highlights match today|west indies india Cricket|west indies india test|virat kohli|rohit sharma|jason holder|bcci cricket|india cricket highlights|liam livingstone|jacob bethell|Shai Hope|Brendon McCullum|Sam Curran|Phil Salt|Keacy Carty|Sherfane Rutherford|Jofra Archer|John Turner|West Indies v England|england|2nd CG united ODI|ODI cricket""","16.02","none","1399774","16969","350","4000000","0.012372711594871744","1292293956","AG"
"GLITCHX 2024","2024-11-01T22:00:06Z","GLITCH","Film & Animation","""glitch|glitch productions|digital circus|the amazing digital circus|murder drones|Pomni|Uzi|Jax|Ragatha|Kinger|Gangle|Zooble|Caine|Bubble|3D|Animation|3D Animation|Indie Animation|Gummigoo""","54.52","none","1731212","132139","8601","12000000","0.08129564721131785","1323373200","AU"
"Young Thug Gives Heartfelt Speech Before Walking Out of YSL Trial","2024-10-31T23:00:39Z","Law&Crime Trials","Entertainment","""law and crime|law and crime network""","9.32","none","834524","16967","2600","552000","0.023446899070607916","181277024","US"
"Microsoft Sucks at Everything","2024-10-31T22:22:23Z","NakeyJakey","Comedy","""[none]""","27.1","none","1554478","111633","8317","2060000","0.07716416700654496","217759464","US"
"Yankees have the worst inning in World Series history, a breakdown","2024-11-02T00:49:08Z","Jomboy Media","Entertainment","""a breakdown|mlb|jomboy videos|jomboy|jake sucks|talkin yanks|jomboy podcast|tv podcast|just talkin podcast|mlb breakdowns|Talkin yanks|jomboy jake radio""","12.98","none","1531233","52790","5069","2010000","0.03778588888823582","1455242231","US"
"First To Get A Full Shiny Legendary Team Wins","2024-11-01T14:24:21Z","PM7","Gaming","""pokemon|pm7|pokemon randomizer|legends za|pokemon legends za|pokemon challenge|pm7 challenge|mandjtv|mandjtv plays|pm7 mandjtv|mandjtv pm7|john michael cup|jmc|jmc season 3|legendary pokemon|legendaries|shiny legendary pokemon|pm7 legendary pokemon|pokemon but everything is legendary|shiny legendary team|first to get a full shiny legendary team wins|pm7 shiny legendary team|pokemon randomly evolve every level|shiny pokemon|pokemon race|pokemen7 plays""","22.98","none","404999","18848","831","1030000","0.04859024343269983","254758773","US"
"Fortnite CHAPTER 2 is HERE!","2024-11-02T14:10:23Z","SypherPK","Gaming","""fortnite|fortnite battle royale|competitive|gaming|highlights|gameplay|fortnite highlights|fortnite tips|stream highlights|how to play|fortnite gameplay|sypher|new update|sypherpk|fortnite update|fortnite new patch|fortnite new item|everything epic didnt tell you|fortnite new update|fortnite leaks|fortnite event|mr beast fortnite|undercover|fashion show|Fortnite chapter 5|asianjeff""","13.0","none","1606706","45179","2489","9880000","0.02966815335226233","5043358780","US"
"things that make me irrationally angry","2024-11-01T00:03:00Z","Ice Cream Sandwich","Comedy","""[none]""","9.22","none","1484713","144549","7192","3260000","0.10220224380065374","297516021","US"
"Judge Sends Young Thug Home After Over 700 Days in Jail","2024-10-31T23:30:18Z","Law&Crime Trials","Entertainment","""law and crime|law and crime network""","17.83","none","404192","7257","1964","552000","0.022813415406539465","181277024","US"
"Supreme Court allows Pennsylvania to count contested provisional ballots, rejecting GOP plea","2024-11-02T00:33:00Z","Scripps News","News & Politics","""Scripps News|supreme court|supreme court ruling|pennsylvania|pennsylvania polls|pennsylvania early voting|pennsylvania election results|pennsylvania election|pennsylvania voting|provisional ballot|gop|republican|mail in ballots 2024|pennsylvania mail in ballot|trump|donald trump|battleground states polls|battleground states|battleground states 2024|swing state polls|presidential election 2024|mail in ballots|presidential election|supreme court news|news""","0.48","none","472083","2108","2258","565000","0.009248373696998198","269606120","US"
"OUR WEDDING VIDEO PT.2 | The Vows & Ceremony 📖","2024-10-31T21:00:02Z","Les Do Makeup","Howto & Style","""[none]""","33.57","none","407597","18627","1358","1270000","0.04903127353734203","221739019","US"
"Dodgers vs. Yankees World Series Game 5 Highlights (10/30/24) | MLB Highlights","2024-10-31T05:24:46Z","MLB","Sports","""mlb|baseball|sports|mlb highlights|sports highlights|baseball highlights""","15.35","none","4312286","58593","6636","5890000","0.01512631583341179","5834047098","Unknown"
"Horror Games - Scott The Woz","2024-10-31T23:00:18Z","Scott The Woz","Gaming","""[none]""","30.03","none","541677","43395","2000","1940000","0.08380455511310246","726649896","US"
"Cabela's Dangerous Hunts 2011: A Cursed Hunting Game","2024-10-31T18:45:00Z","MandaloreGaming","Gaming","""cabela's dangerous hunts|cabela's dangerous hunts 2011|cabela's dangerous hunts 2011 review|cabela's|cabela's dangerous hunts review|cabela's 2011|cabela's game|cabela's 2011 review|dangerous hunts|dangerous hunts review|dangerous hunts 2011|dangerous hunts 2011 review|dangerous hunts game|cabela's dangerous hunts 2011 gameplay|dangerous hunts gameplay|mandaloregaming|mandalore gaming|mandalore|hunting pc game|dangerous hunts 2|dangerous hunts 2 review|cabela""","45.75","none","794986","41300","4283","904000","0.0573381166460793","234350804","US"
"F1 Sprint Highlights | 2024 Sao Paulo Grand Prix","2024-11-02T15:14:12Z","FORMULA 1","Sports","""F1|Formula One|Formula 1|Sports|Sport|Action|GP|Grand Prix|Auto Racing|Motor Racing""","6.0","none","3988153","68320","3229","11200000","0.017940384935081478","7315622433","Unknown"
"El Alfa ""El Jefe"" x Kim Loaiza - Si, Es Asi | Video Oficial","2024-10-31T16:30:06Z","ElAlfaElJefeTV","Music","""Music|Musica|Latino|Latin|Urban|Urbano|Trap|Reggaeton|Dembow|Rap|Hip Hop|Latin Hits|2019 Hits|Puerto Rico|Dominican Republic|Mexico|Miami|New York|Spain|España|mundial|Republica|dominicana|Republica Dominicana|Fuego|Fire|Bugatti|El Alfa|El Jefe|El Hombre|La leyenda|el androide|el animal|el|criminal|the best|alfa|kim|Kimberly loaiza|loaiza|mexico|Mexico y rd|alfa y kim loaiza|kim Loaiza y alfa|quim loaisa|loaisa|kin|mami kim""","3.17","none","3523250","167556","39068","10300000","0.0586458525509118","5702232701","DO"
"Spooky Month short: Kevin's Dream job","2024-10-31T18:00:06Z","Sr Pelo","Film & Animation","""Animation|Animacion|sr Pelo|pelo|Sir Pelo|spooky month|spooky short|skid|pump|kevin|lila|roy|robber|ross|susie|Jaune|Jack|John|Bob|Rick|Carmen|Dexter|Happy Fella|Candy|Candy shop|Moloch|Gregor|Radford|Cats|Skeleton|Pumpkin|Trick or treat|masks|costumes|dia de brujas|fnf|friday night funkin|boyfriend|spider|shadow|crying|centipede|dirt|insects|patty azure|morgue|guts|green|cosmic|stars|candy store|hatzgang|water balloon|Frank|tree|Dad|flashback|witch|Indie animation""","2.85","none","1271396","157195","7893","7010000","0.12984782082057833","1637732248","MX"
"World Cup Finals Import vs Domestic, Day 1 Qualifying! The EAGLE Has Landed!","2024-11-01T06:53:42Z","That Track Channel","Autos & Vehicles","""world cup finals|world cup finals 2024|world cup finals maryland|the best race ever|wcf 2024|maryland international raceway|mir 2024|maryland international raceway 2024|world cup finals day 0|world cup finals day 1|world cup finals testing|world cup finals qualifying|world cup finals live stream|world cup finals live|world cup drag racing|world cup finals import vs domestic|world cup drag racing 2024 live|world cup drag racing 2024|world cup qualifying""","26.35","none","407982","14460","947","33500","0.03776392095729714","8031407","Unknown"
"Pathetic Performance! (Lee Judges) | Newcastle 1-0 Arsenal","2024-11-02T15:20:06Z","AFTV","Sports","""afc|aftv|arsenal|arsenal fan tv|fan cams|arsenal tv|arsenal fan cams|gooners|premier league|robbie lyle|troopz|aftvmedia|martinelli|arteta|mikel arteta|aftv news|transfer daily|gabriel|aftv troopz|arsenal stream|arsenal watch along|bukayo saka|emile smith rowe|emirates stadium|football|soccer|sport|transfers|gabriel jesus|gunners|arsenal fc|transfer window|Title Race|Newcastle 1-0 arsenal|arteta newcastle""","10.75","none","263568","4373","2055","1680000","0.024388393128149093","1587548518","GB"
"G-DRAGON - POWER (Official Video)","2024-10-31T09:00:07Z","OfficialGDRAGON","People & Blogs","""[none]""","2.78","none","18580438","961533","81899","2920000","0.05615755667331416","370700207","Unknown"
"My dog (Oatmeal) insists on swimming (even when it's cold! ❄️)","2024-11-02T13:00:25Z","Adria and Oatmeal","Music","""[none]""","1.08","none","504435","35315","113","1100000","0.07023303299731383","638135333","US"
"irl HAUNTED HOUSE ft. MrBeast, xQc, Logan Paul, Fanum & Lexi Rivera🎃👻💀","2024-10-31T01:55:47Z","IShowSpeed","Gaming","""ishowspeed""","122.35","none","4821133","191726","7393","32900000","0.04130128747744565","3236113659","US"
"1 Footballer from Every Position Competes for £10,000","2024-10-31T17:10:43Z","ChrisMD","Entertainment","""[none]""","54.67","none","2737709","112499","2645","6120000","0.042058524116332305","1604980205","GB"
