title,publishedAt,channelTitle,description,category,tags,duration,live_content,view_count,likes,comment_count,subscriber_count,engagement_rate,total_view_count,channel_country
IPL Auction 2025 All Teams Final Squad | IPL 2025 All Sold Players list | All Teams Players List,2024-11-24T16:27:23Z,Sports Canvas,IPL Auction 2025 All Teams Final Squad | IPL 2025 All Sold Players list | All Teams Players List,Sports,"""IPL Auction 2025|IPL 2025 All Sold Players|All Teams Final Squad|IPL 2025 All Teams Confined Players List|KKR Final Squad""",13.3,none,471897,4776,321,1160000,0.010801086,150432991.0,BD
Piyush Driving Super-Car 😳,2024-11-26T02:30:12Z,Sourav Joshi Vlogs,"Folllow  me on Instagram- https://www.instagram.com/souravjoshivlogs/?hl=en
 
I hope you enjoyed this video

hit likes.
And do subscribe to my channel

Thank you so much for watching

god bless you all.
lots of  ❤️

( For Collaboration - officialsouravjoshivlogs@gmail.com",People & Blogs,"""sourav joshi|sourav joshi vlogs|family vlogs|daily vlogs|piyush joshi|piyush joshi vlogs|sourav joshi arts|vlogs|family vlog|KUNALI|KUNALI JOSHI|KUNALI JOSHI VLOGS|kunali|kunali vlogs|kunali vlog|kunali k toys|thailand vlog|thailand pohoch gye""",8.58,none,4130640,221434,12744,30000000,0.05669291,14728964246.0,IN
Pennine ishtayo? | 4k | Short film | full movie | Sajin | Gopika anil | Achu sugandh,2024-11-22T12:00:07Z,Achusugandh,"Pennine Ishtayo - A Musical Short Film | Official Release
""Pennine Ishtayo"" is a captivating Malayalam musical short film that explores the deep emotions of love, human connection, and the power of music. Directed by Achu Sugandh and produced by Nithin Thaivalappil under Filmika Cinemas, this film features powerful performances by Sajin Shiva, Gopika Anil, and an ensemble cast of talented actors. With stunning visuals by Rejin Santo and soul-stirring music composed by Bonny Louis, this film is sure to resonate with viewers of all ages.

From the mesmerizing vocals by Sadhika K R, Neethusha A C, Arjun, Nithin K Shiva, and Bonny Louis, to the skillful dance choreography by Surya R K, Pennine Ishtayi is a complete sensory experience that beautifully blends narrative and music.

Key Credits:

Written & Directed by: Achu Sugandh
Produced by: Nithin Thaivalappil, Filmika Cinemas
Cinematography (DoP): Rejin Santo
Music Director: Bonny Louis
Editor: Anandhu S Vijay
Sound Engineer: Aashif Ali
Colorist: Ebin Philip
Mix & Master: Arjun B Nair

Featuring:

Sajin Shiva
Gopika Anil
Vijaya Sadan
James Parackkal
Rahul
Sathwik
Milan Sandra
Fahad
Juman
Sarojini
Aasha
Aasha 2
Ottapalam Villagers
Special Guest Appearance: Mimmoos


*Music Credits*

Music Director : Bonny Louis

*Background score*
Composed & Produced  : Bonny Louis
Flute & Nadaswaram : Akhil Anil
Violin : Pious James
Vocals :Sadhika KR,  Neethusha AC, Arjun, Bonny
Recording Engineers: James Ullas, Arjun B Nair
Recorded @ Audio Miqueas &
Sonic Island 
Mix and Mastered By Arjun B Nair

*Kalyanam Song *

Music Composer : Bonny Louis
Singers : Nitin K Siva, Sadhika KR
Lyrics : Titto P Thankachan 
Chorus : Neethusha Ac, Bonny, Arjun , Sadhika
Keyboard Programmed : Emil Varghese
Guitars : Job Abraham 
Violin : Shimon Jasmine
Nadaswaram: Akhil Anil
Mix & Master : Arjun B Nair
Recorded @ Sonic Island by Arjun B Nair

*Kannulanja Song *

Music Composed & Produced : Bonny Louis 
Singer : Nitin K Siva 
Lyrics : Bonny Louis
Mix & Master : Arjun B Nair 
Recorded @ Sonic Island by Arjun B Nair


Dubbing & Mixing: Audio Notes, Ernakulam
Coloring: Studio HUE, Ernakulam
This emotional musical journey will leave you with a deep sense of connection and nostalgia. Watch now to experience the magic of Pennine Ishtayo!
#PennineIshtayi, #pennineishtayo , #malayalamshortfilms , #musicalshortfilm , #sajinshiva , #gopikaanil , #achusugandh , #BonnyLouis, #malayalamcinema , #loveandemotions , #FilmikaCinemas, #MusicByBonnyLouis, #CinematicJourney, #shortfilmrelease , #filmproduction , #musiclovers , #emotionaljourney , #malayalammusic , #filmart , #newreleases",Entertainment,"""achu sugandh|malayalam|malayalam content videos|malayalam vines|shortfilm|malayalam movies|Pennine Ishtayi|Pennine Ishtayo|Malayalam Short Film|Musical Short Film|Gopika Anil|Sajin Shiva|Achu Sugandh|Malayalam Music|New Release|Emotional Short Film|gopika anil|shivanjali short film|achusugandh|gopika sajin short film|santhwanam|santhwanam anjali|santhwanam shivan|gopika anil gp new video""",24.32,none,2279589,114162,6766,373000,0.053048159,68412435.0,IN
Homa Dol - Saad Lamjarred | Neeti Mohan | Elli AvrRam | Rajat Nagpal | Anshul Garg,2024-11-26T05:30:00Z,Play DMF,"Anshul Garg presents Homa Dol featuring Saad Lamjarred & Elli AvrRam

Streaming Link :- https://VirginMusicGroup.lnk.to/HomaDol

Audio Credits :-
Singer : Saad Lamjarred & Neeti Mohan
Lyrics : Mohamed El Maghribi And Rana Sotal
Composer : Rajat Nagpal and Mehdi Mozayine
Music production : Madara
Indian Parts Music Production :Rajat Nagpal 
Kawala solo 1 : Adil Ech-Charfi
Oud Solo : Said Albake
Indian Flute : Kiran
Live Rhythms & Percussions arranged & performed by : Dipesh Varma
Percussion : Abderrahman massoudi 
Indian parts recorded at : Studio 504 by Rahul Sharma assist by Samir Dhara & Rohit 
Merwas studio riyadh KSA
Sound engineer : Amin Akef
Mix : madara

Team Saad Lamjarred :-
Bouzid Redouane
Houmada Ali
Mohamed Benchakroun
Bennis Karim 
Issam Balalioui

Video Credit :-
DIRECTED BY : AGAM MANN & ASEEM MANN (@agam.mann)
CINEMATOGRAPHER : SHINDA SINGH
CHOREOGRAPHER : JOHN
CHOREOGRAPHER ASSISTANTS : VIPAN KUMAR & UD
ACTION DIRECTOR : MUKESH KAMBOJ
ACTION ASSISTANTS : LINKAN MEHTA, AJAY & GAGAN
ART DIRECTORS : KARMA ARTS & PINKY ARTS
PRODUCTION : RS FILMS
EP : RAHUL SEHAL
PRODUCTION MANAGERS : SHUBHAM KUMAR (JAADU), ROHIT GAUR
PRODUCTION ASSISTANTS : HONEY, GOGI, SHELLY, NITISH, GURPREET SINGH
CHIEF AD : RAJAT YADAV
ASSISTANT DIRECTORS : ASHISH UPPAL & RAVI GOYAL
STILLS : DEEPIKASDEEPCLICKS
JIMMY JIB : MANISH KUMAR
1ST AC & FOCUS PULLER : RAM, KRISHNA, PREET
GAFFER : SANAM THAKUR
LIGHTING RENTAL : DEVA LIGHTING
CAMERA RENTAL : CINE DREAM
BTS : THE HARSH
CASTING COORDINATOR : AMIR QURESHI
DANCERS COORDINATOR : AKASH KUMAR

COSTUMES & STYLING :-
SAAD & ELLI’S OUTFITS : VICTOR & SOHAIL
DANCERS & SUPPORTING CAST STYLING : JIMMYZDESIGNER
SAAD’S PRISON OUTFIT : JIMMYZDESIGNER

MUA :- 
SAAD’S MAKEUP : RAJAN PASSI
MAKEUP ASSISTANTS : KRISHNA & ROMEO

POST PRODUCTION :-
EDIT : AGAM MANN
COLOUR GRADE : ONKAR SINGH
VFX : EASTAPE FILMS
VFX SUPERVISOR : NAVI JOSHI
VFX & CGI : NAVI JOSHI & VEERINDER SINGH
3D MODELING : PIYUSH RAJPUT
EAGLE ANIMATION : SAI SAINDANE

INTRO ANIMATION & ILLUSTRATION BY : DIPANKAR TALUKDAR & HARDHIK KINTHADA

BACKGROUND SCORE & FOLEY : PARVISH SAMA

VILLAIN CHARACTER : SUFI GUJJAR

DANCERS : VIPAN KUMAR, UD, CHIDU, TUFANI, HARRY, AVINASH, VICKY, MOHIT, KUNAL, BK, AKHIL, ANUP, SUNY, RAJ, ARUN, VISHAL, RISHAB, RAGHAV, ABHISHEK, KAMAL, MUSTAFA, SAHIL, SHAMBHU, YASH, DINESH

STUDIO FLOOR : HLV FILM CITY

PlayDMF Team :-
Founder & CEO : Anshul Garg  
Executive Producer & Project Head : Raghav Sharma (Pratick Sharma)
Label Manager : Sankalp Garg
Project Manager : Gaurav Arora
PlayDMF Team : Ashima Chauhan, Aansi & Aashish Gupta
Artwork : Vicky Sandhu

Mikaria Projects Team :-
Founder & CEO : Karim Deneyer
UK & GCC Advisor : Jean Elie Ilunga
Project Assistant : Rayan Qaisar

Special Thanks : Virgin Music India

https://www.virginmusic.com/

Virgin Music India Team :-
Head : Amit Sharma 
Team : Nagesh Jadhav, Kajal Israni, Amol Suryavanshi, Lavanya Das & Nishtha Sikroria

Special Thanks :
Mr Mohamed Maliki Ambassador of the Kingdom of Morocco to the Republic of India 

Travel and Hospitality Partner : PRM Hospitality

Lyrics :-
Aankho ki Sunli hai  ,,Dil ki maani hai 
Rooh pay Lagi tere ,, Pyar ki Nishani hai

Meen Gal ha neheb tani
Nehyi el farh elli kan
Baed ma nsina el aghani
We Golna fat el awan

Lama Gabelna el habayeb
Elli tgadar awana 
hadu eal galb edeehum
Fedlu eala tool maeana

Homa dol Homa homa dol
Homa dol Homa homa dol
Homa dol Homa homa dol
Sabafsef Homa homa dol

Homa dol Homa homa dol
Homa dol Homa homa dol
Homa dol Homa homa dol
Sabafsef Homa homa dol

Ishq ne pakad li kalai hai meri ,Zehan pay mohabbat chaayi hai teri 
Dekh meri aankho may yaar tu jhalkay Dil may tasveer banai hai teri ,,

Khalleeti laeeal ye6eer
Yensa el donya kolaha
Hadi hjayet hob kbeer
Ana w enty abtalaha

El gulob el tayyeba
Mafe ahla menaha
Dima lena grayeba 
Saeb nebeod eanaha

Palko pay bithayu mai , seene say lagayu mai 
Itna tujhey ,, chaahu mai ,chaahu mai ,,

Khusiyaa chupayu mai ,Najro say bachayu mai ,
Kajalay sajayu mai ,Kajalay sajayu mai ,

Homa dol Homa homa dol
Homa dol Homa homa dol
Homa dol Homa homa dol
Sabafsef Homa homa dol

Homa dol Homa homa dol
Homa dol Homa homa dol
Homa dol Homa homa dol
Sabafsef Homa homa dol

Ishq ne pakad li kalai hai meri ,Zehan pay mohabbat chaayi hai teri 
Dekh meri aankho may yaar tu jhalkay ,Dil may tasveer banai hai teri ,,

Ishq ne pakad li kalai hai meri ,Zehan pay mohabbat chaayi hai teri 
Dekh meri aankho may yaar tu jhalkay ,Dil may tasveer banai hai teri ,,

#homadol #saadlamjarred #neetimohan #elliavram #trending #gulimata",Music,"""Desi Music Factory|Viral Song|Trending|official video|New Hindi Song|New Teaser|Trending new song|latest hindi song|jubin new song|new love song|trending love song 2024|homa dol|saad lamjarred|neeti mohan|elli avram|guli mata|guli mata 2|international collab|saad x neeti|saad lamjarred new song|neeti mohan new song|new arabic song|new khaleeji songs|new bollywood song|saad lamjarred lm3allem|Arabic music|saad lamjarred songs|moroccan songs""",5.75,none,1512933,45367,5157,5670000,0.033394737,2465935948.0,IN
Antarctica 🇦🇶 #1 - ഡ്രേക്ക് പാസേജ് കടന്ന് സാഹസിക യാത്ര അന്റാർട്ടിക്കയിലേക്ക് | Drake Passage,2024-11-26T06:30:10Z,sherinz Vlog,"മഞ്ഞിന്റെ അത്ഭുത ലോകം കാണാൻ നമ്മൾ ഒരു യാത്ര പോകുകയാണ്, ഡ്രേക്ക് പാസേജും കടന്നു അന്റാർട്ടിക്കയിലേക്ക്. മനുഷ്യൻ ഏറ്റവും അവസാനം കണ്ടെത്തിയ മനുഷ്യവാസമില്ലാത്ത ലോകത്തിലെ ഒരേയൊരു ഭൂഖണ്ഡം 'അന്റാർട്ടിക്ക'
വർഷങ്ങളായി കാണാൻ കൊതിച്ച സ്ഥലം, ഒരിക്കലും എനിക്ക് എത്താൻ സാധിക്കില്ല എന്ന് വിചാരിച്ച സ്ഥലം, അതെ 'അന്റാർട്ടിക്ക'
#sherinzvlog #antarctica #antarcticadventure 

അന്റാർട്ടിക്ക യാത്രയുടെ മുഴുവൻ എപ്പിസോഡുകൾ കാണാൻ
Antarctica 🇦🇶 Playlist: https://www.youtube.com/playlist?list=PLS8xlkz3Kt6rGjITs_kjCz6nyZyEFptZX

അർജന്റീന യാത്രയുടെ മുഴുവൻ എപ്പിസോഡുകൾ കാണാൻ
Argentna 🇦🇷 Playlist: https://www.youtube.com/playlist?list=PLS8xlkz3Kt6rKrpC3SuQK6XLojafugWQ2

എല്ലാ യാത്രകളും കാണാൻ | YouTube Playlist | Watch My TRAVEL SERIES
https://www.youtube.com/@sherinzVlog/playlists

Message me on
Facebook: https://www.facebook.com/sherinzvlog
Instagram: https://www.instagram.com/sherinz_vlog",Travel & Events,"""sherinz vlog|malayalam travel videos|Antarctica Malayalam Vlog|Antarctica malayalam video|antarctica|antarctica cruise|antarctica life|antarctica vlog|antarctica expedition|antarctica continent|Beagle Channel|crossing Drake Passage|Drake Passage|about antarctica continent|a trip to antarctica|antarctica cruise tour""",44.25,none,140247,6535,727,866000,0.051780074,164535222.0,IN
Squid Game: Season 2 | Official Trailer | Netflix,2024-11-26T23:00:03Z,Netflix,"Let the new games begin.

Squid Game Season 2 arrives December 26.

Only on Netflix.

More Info on Squid Game Season 2:
Three years after winning Squid Game, Player 456 gave up going to the states and comes back with a new resolution in his mind. Gi-hun once again dives into the mysterious survival game, starting another life-or-death game with new participants gathered to win the prize of 45.6 billion won.

Director Hwang Dong-hyuk, who made history at the 74th Primetime Emmys® becoming the first Asian to win Outstanding Directing for a Drama Series, once again helms the series as director, writer, and producer. Lee Jung-jae, Lee Byung-hun, Wi Ha-jun, and Gong Yoo reprise their roles from Season 1 with an impeccable list of new cast members including Yim Si-wan, Kang Ha-neul, Park Gyu-young, Lee Jin-uk, Park Sung-hoon, Yang Dong-geun, Kang Ae-sim, Lee David, Choi Seung-hyun, Roh Jae-won, Jo Yu-ri, and Won Ji-an rounding out the ensemble of colorful characters in the new season.

Watch on Netflix: https://www.netflix.com/title/81203480

About Netflix:
Netflix is one of the world's leading entertainment services, with 283 million paid memberships in over 190 countries enjoying TV series, films and games across a wide variety of genres and languages. Members can play, pause and resume watching as much as they want, anytime, anywhere, and can change their plans at any time.

Squid Game: Season 2 | Official Trailer | Netflix
https://www.youtube.com/@Netflix

New players. New rules. After each round, every player gets to vote ""O"" to stay or ""X"" to leave — and a changed Gi-hun is determined to shake up the game.",Entertainment,"""2024|456|Childhood Games|Choi Seung-hyun|Dec 26|Doll|Fandom|Front Man|Gi-hun|Global Phenomenon|Jo Yu-ri|KContent|Kang Ae-sim|Kang Ha-neul|Lee Byung-hun|Lee David|Lee Jin-uk|Lee Jung-jae|Netflix|News|Official Trailer|Park Sung-hoon|Pink Soldiers|Roh Jae-won|Season 2|Series|Squid Game|Squid Game 2|Teaser|Wi Ha-jun|Yang Dong-geun|Yim Si-wan|Young-hee""",1.78,none,2496617,97760,3662,29300000,0.040623772,9037471418.0,US
Australia v India 2024-25 | First Test | Day Three,2024-11-24T11:00:55Z,cricket.com.au,"India worked themselves into a strong position after two days and they will look to continue it on day three with Australia desperately looking for their way back into the game.

Download our app for exclusive content: https://app.cricket.com.au/
More #AUSvIND videos: https://www.cricket.com.au/video 
Get our latest Podcast here: https://www.cricket.com.au/podcasts

Follow us on Facebook: https://www.facebook.com/cricketcomau      
Follow us on Instagram: https://www.instagram.com/cricketcomau      
Follow us on X (Twitter): https://www.twitter.com/cricketcomau",Sports,"""ausvind""",8.03,none,11729927,198893,5207,9680000,0.017399938,5245222510.0,AU
खस्ता-सॉफ्ट स्पेशल बाजरा मूली के परांठे-सर्दियों की सौगात-Healthy & Tasty Bajra Mooli Paratha Recipe,2024-11-26T05:15:01Z,NishaMadhulika,"मूली और बाजरे का पराठा – स्वाद और सेहत का मेल, How to Make Bajra Mooli Paratha – A Healthy Breakfast Option, Winter Special Bajra Mooli Paratha Recipe, Millet Radish Paratha 

#paratha #millet #bajrarecipe 

Ingredients for Bajra Mooli Paratha
बाजरे का आटा - Pearl millet flour - 2 cup 
मूली - Radish - 4 no 
नमक - Salt - 1 tsp
हरी मिर्च - Green chilli - 1/2 tsp, chopped
अदरक - Ginger - 1/2 tsp, grated
जीरा - Cumin seeds - 1/2 tsp
अजवाइन - Carom seeds - 1/2 tsp
हरा धनिया - Coriander - 2-3 tbsp

Subscribe for more recipes - 
http://www.youtube.com/subscription_center?add_user=nishamadhulika

For the Best recipes on YouTube, log onto - 
http://www.youtube.com/nishamadhulika


Find us on Facebook at - 
https://www.facebook.com/nishamadhulika

Visit my Hindi Website
http://nishamadhulika.com",Howto & Style,"""Bajra Paratha Recipe|Millet Paratha Recipe|Healthy Bajra Paratha|Bajra Roti Recipe|Winter Special Bajra Paratha|Easy Millet Paratha|Traditional Bajra Paratha Recipe|Gluten-Free Paratha Recipe|Bajra Paratha for Weight Loss|Pearl Millet Paratha Recipe|Healthy Indian Breakfast Recipe|Bajra Mooli Paratha Recipe|Millet Roti for Winter|Quick Bajra Paratha Recipe|Bajra and Radish Paratha|Indian Flatbread Recipe|High Fiber Paratha Recipe|Healthy Breakfast with Bajra""",6.08,none,120338,3829,470,14600000,0.035724376,3288889662.0,IN
Oo Meghamala | Final Episode | Telugu Webseries 2024 | Rowdy Baby | South Indian Logic,2024-11-26T13:40:43Z,Rowdy Baby,"For Collaborations, Brand Partnerships and movie promotions reach us at 
brandsforsouthindianlogic@gmail.com 

Follow Us:
Instagran: https://rb.gy/hpbyi
Facebook: https://rb.gy/4nzoc
X ( twitter ) : https://rb.gy/s8p9u

Cast : 
Abhinav Manikanta
Navya Naidu Chityala

Written & Directed By
Ajith Reddy R

Produced By 
Upendar Reddy Yekkati

DOP:
Chandu Krrish 

Editing & DI:
Ayaan Khan

Music:
Akshay Malipeddi

Line Producer:
Mahendar Kami

Associate Writer:
Poloju Ramakrishna

Creative Head:
Pavan Yenagandula

Publicity Designer:
Shyam Veeravalli

Associate Director:
Jaswanth Varma

Assistant Dop:
Sri Hari

A South Indian Logic Original Show.

Dear Girls & Boys, Click the bell icon 🔔 near the Subscribe button on your Mobile app or on YouTube page to get instant notification for all the upcoming episodes of Rowdy Baby !!

#SouthIndianLogic #teluguwebseries #teluguwebseries2024 #webseries",Entertainment,"""telugu webseries|telugu shortfilms|webseries telugu|new telugu webseries|latest telugu webseries|webseries new telugu|latest webseries new telugu|latest new telugu webseries|trending telugu webseries|webseries|web series|shortfilms|short fillms|telugu web series|web series telugu|series telugu|telugu webseries 2024|webseries telugu 2024|new telugu webseries 2024|2024 telugu shortfilms|shortfilms telugu 2024|2024 webseries|webseries 2024|short webseries""",18.23,none,190081,11434,250,929000,0.061468532,232076013.0,IN
Dinesh Karthik's thoughts on RCB's squad for IPL 2025 | Mega Auction,2024-11-26T07:02:24Z,Royal Challengers Bengaluru,"“𝗪𝗲 𝘄𝗮𝗻𝘁𝗲𝗱 𝘁𝗼 𝗯𝘂𝗶𝗹𝗱 𝘁𝗵𝗲 𝗯𝗲𝘀𝘁 𝗯𝗼𝘄𝗹𝗶𝗻𝗴 𝗮𝘁𝘁𝗮𝗰𝗸 𝗥𝗖𝗕 𝗵𝗮𝘀 𝗲𝘃𝗲𝗿 𝗵𝗮𝗱 𝗮𝗻𝗱 𝗵𝗮𝘃𝗲 𝗮 𝘀𝘁𝗿𝗼𝗻𝗴 𝗮𝗻𝗱 𝗮 𝗽𝗼𝘄𝗲𝗿𝗳𝘂𝗹 𝗯𝗮𝘁𝘁𝗶𝗻𝗴 𝗹𝗶𝗻𝗲 𝘂𝗽. 𝗜 𝘁𝗵𝗶𝗻𝗸 𝘄𝗲’𝘃𝗲 𝗮𝗰𝗵𝗶𝗲𝘃𝗲𝗱 𝘁𝗵𝗮𝘁.”

Batting Coach and Mentor Dinesh Karthik explains why RCB couldn’t RTM Siraj & Jacks, talks about the auction dynamics and promises fans of a strong show during #IPL2025.

#PlayBold #ನಮ್ಮRCB #IPLAuction #BidForBold",Sports,"""[none]""",2.92,none,320067,17021,1616,4490000,0.058228433,777055595.0,IN
TWINKIT ki Shaadi ❤️ | Congratulations @AnkitAzadvideos @lifewithtwinkle 👫,2024-11-25T15:42:44Z,Saba Ibrahim,,People & Blogs,"""[none]""",16.53,none,1182819,52355,2356,3610000,0.046254752,1670785599.0,IN
"Nain Matakka - Promo | Baby John | Varun Dhawan, Keerthy Suresh | Diljit, Dhee, Thaman S, Irshad",2024-11-23T11:39:45Z,Zee Music Company,"👉🏻 SUBSCRIBE to Zee Music Company - https://bit.ly/2yPcBkS 

Squad. Sound. Baby John Rhythm Check is on! 🎶🔥

A Thaman S musical

#BabyJohnFirstSingle #NainMatakka drops on 25th November 💃🕺

Song: Nain Matakka
Movie: Baby John
Music: Thaman S
Lyrics: Irshad Kamil
Singers: Diljit Dosanjh & Dhee

Jio Studios presents In association with Atlee and Cine1 Studios 
A for Apple & Cine1 Studios Production
Produced by: Murad Khetani
Produced by: Priya Atlee & Jyoti Deshpande
Directed by: A. Kaleeswaran
Starring: Varun Dhawan, Keerthy Suresh, Wamiqa Gabbi, Jackie Shroff & Rajpal Yadav
Associate Producer: Amul V Mohan
Supervising Producer: Sudhanshu Kumar

Music on Zee Music Company

Connect with us on :
Snapchat - https://bit.ly/3UIfICJ
Twitter - https://www.twitter.com/ZeeMusicCompany
Facebook - https://www.facebook.com/zeemusiccompany
Instagram - https://www.instagram.com/zeemusiccompany
YouTube - http://bit.ly/TYZMC",Music,"""nain matakka|nain matakka song teaser|nain matakka teaser|nain matakka song|diljit new songs|diljit dosanjh songs|diljit dosanjh new song|diljit song|diljit new song|varun dhawan song|varun dhawan new movie|varun dhawan new song|keerthy suresh new songs|thaman s new songs|nain mataka|baby john movie songs|baby john songs|new hindi songs|romantic songs|love songs|bollywood songs|bollywood love songs|new bollywood songs|baby john movie""",0.5,none,1556354,33015,1034,112000000,0.021877413,71496613205.0,IN
Sinduur Khella | ସିନ୍ଦୁର ଖେଳ - Full Episode - 245 | Odia Mega Serial on Sidharth TV @8pm,2024-11-26T14:30:26Z,Sidharrth TV,"SIDHARTH TV ଏବେ ସମସ୍ତ DTH ଏବଂ Cabel ରେ ଉପଲବ୍ଧ : 
DTH Details:
Dish TV -1311,Tata Play -1757, Airtel -600,
Sun Direct -657, D2H -1715.
Also watch other 3 channels of SIDHARTH on DTH :
Sidharth Bhakti : Dish -1395, Airtel -616, Sun Direct -491
                              Tata Play -1796, D2H -1395
Sidharth Gold : Dish TV -1333, Airtel-602
                            Sun Direct-658,D2H-1333
Jay Jagannath : Dish-1397,Sun Direct-490
                            Airtel - 615 , D2H-1397

SUBSCRIBE for Mega Serial, Reality Shows every day:  
YouTube : http://www.youtube.com/c/SidharthTV
Instagram : https://www.instagram.com/sidharthtvofficial/
Facebook : https://www.facebook.com/SidharthTVofficial/
Twitter : https://twitter.com/sidharth_tv

Subscribe our other Television Channels :
Sidharth Bhakti : https://bit.ly/3ybqxAJ
Sidharth Gold : https://bit.ly/3a1P4Ac 
Jay Jagannath : https://bit.ly/3aa1lTa

#sidharthtv #namitaagrawal #jayjagannathtv #sidharthbhakti #sidharthgold #sidharthmusic #sitaramagrawal",Entertainment,"""sidharth tv|sidharthtv|sidharth tv channel|sidharth odia tv channel|sidharthtv odia|siddharth tv|sidharth tv mega serial|sidharrth tv|Sunanyana New Mega Serial|Sunayana Serial|Sindura Nuhen Khela Ghara Mega Serial|Maya O Mamata Mega Serial|Kedara Gouri Mega Serial|namita agrawal|sitaram agrawal|Sidharth Tv New Serial|odia serial|odia mega serial""",23.08,none,424669,7274,53,9180000,0.017253437,7302647817.0,IN
Kayal - Promo | 27 Nov 2024 | Tamil Serial | Sun TV,2024-11-26T16:17:07Z,Sun TV,"Watch the Latest Promo of popular Tamil Serial #Kayal that airs on Sun TV.

Watch all Sun TV serials immediately after the TV telecast on Sun NXT app. *Free for Indian Users only

Download here:
Android - http://bit.ly/SunNxtAdroid
iOS: India - http://bit.ly/sunNXT
Watch on the web - https://www.sunnxt.com/

Abandoned by her father & coping with an alcoholic brother, Kayal works as a nurse to become her family's sole provider. She finds happiness in her sacrifice to meet the needs of her brother & sisters. Watch Kayal stand tall in her selfless journey.

#KayalPromo #KayalSerial #Kayal #SunTVSerial #SunTV

Don't forget to SUBSCRIBE to the Sun TV YouTube 👉 http://bit.ly/suntvsubscribe

---------------------------------------------------------
Watch more:
Movie Clips on SUN NXT - https://bit.ly/3gc1dPI
Shows from Sun Music - http://bit.ly/2YS5eBi
Comedy Shows from AdithyaTV - http://bit.ly/2K6VaiZ
News from Sun News - http://bit.ly/2Yyvgsi
---------------------------------------------------------
SUN NXT: Watch the latest movies in DOLBY DIGITAL PLUS, 4000+ Movies in HD, 30+ Live TV Channels, TV Shows, TV Serials & Digital Exclusives on SUN NXT anywhere anytime.
---------------------------------------------------------
Follow us on Social Media for Latest Updates:
Facebook: https://www.facebook.com/SunTV
Twitter: https://twitter.com/SunTV
Instagram: https://www.instagram.com/suntv
---------------------------------------------------------
#SuntvSerial #TamilSerialPromo #SunTVshows #NewTamilSerials #SunTV #SunTVserials #SunTVProgram #SunNXT #LatestTamilSerials #SuntvSerialPromo #SuntvSerialEpisodes #SunTVpromos #TamilSerialPromos #TamilTVserials #TamilSerialEpisodes
---------------------------------------------------------",Entertainment,"""Kayal|Kayal serial|Kayal serial promo|Kayal today|Kayal promo today|serial|sun tv serial|Kayal serial sun|Kayal sun tv serial|Kayal tamil serial today|Kayal todays episode|Kayal episode|Kayal sun tv serial today|tamil serial""",0.5,none,404357,5582,55,29000000,0.013940651,31893378772.0,IN
Anna | Ep - 532 | Preview | Nov 27 2024 | Zee Tamil,2024-11-27T03:40:00Z,Zee Tamil,"Click here to watch Popular videos of Zee Tamil ► https://www.youtube.com/playlist?list=PLjRBtkHHXJjQVw9OIQipmisubE1ruOG3r
Click here to watch All Full Episode on YouTube ► https://www.youtube.com/playlist?list=PLjRBtkHHXJjTLiHu6ezid3W0680ZSigpI
Click Here To Watch Full Episode on Zee5 ►https://zee5.onelink.me/RlQq/3mafo93e
Click Here to Subscribe Channel : https://bit.ly/SubscribeFreeZeeTamil
Get notified about our Latest update by Clicking the Bell Icon 🔔

Shanmugam| a loving but over-protective brother raises his four younger sisters and believes that marriage should be their final goal| little realising that the girls have their aspirations as well.

To Free Download ZEE5 Mobile app click the link below
https://zee5.onelink.me/RlQq/be0f8316

Connect with Zee5 on Social Media
Facebook : http://bit.ly/Zee5FB
Instagram : http://bit.ly/Zee5HindiInsta
Twitter : http://bit.ly/Zee5twitter",Entertainment,"""Anna|Senthil|Nithya Ram|Zee Tamil|zeetamil|ஜீ தமிழ்|zee தமிழ்|Tamil channel|tamil GEC TV channel|tamil tv serial|tamil serial|zee tamil show|entertainment|daily soaps|family|drama|comedy|horror|thriller|romance|romantic|tamil|free|download|mobile|story|episode|latest|scene|full episode|best scene|webisode|precap|preview|promo|complete series|video|youtube|tv|popular shows|zee5""",1.82,none,379514,5701,35,15800000,0.015114067,13889281973.0,IN
पूजा के लिए सब लोग हो गये तैयार 🧿 | Sachin Manisha,2024-11-25T11:10:52Z,Manisha ki Duniya,,Travel & Events,"""[none]""",12.67,none,546743,15765,0,358000,0.028834388,197890312.0,IN
