category,channel_country,channelTitle,subscriber_count,total_view_count
Entertainment,JP,ConnorDawg,1440000,370204220
Sports,GB,Tottenham Hotspur,3740000,1416387706
Sports,US,NBA on ESPN,1680000,1402322062
Gaming,US,The Game Theorists,19400000,4348336246
Gaming,NL,jessetc,1190000,525301018
Film & Animation,US,JLaservideo,5110000,1221835923
Sports,US,Jesser,22300000,5813532685
Gaming,US,Home Of Games,4550000,385212841
Science & Technology,AU,ColdFusion,4930000,502146619
Entertainment,KR,Mnet K-POP,21400000,17129607978
Pets & Animals,US,Bass fishing Productions,2410000,561136078
People & Blogs,US,Safiya Nygaard,10100000,2035888906
People & Blogs,US,pierson,6060000,1826070921
Entertainment,US,Duke Dennis,3030000,169511357
Film & Animation,US,Wicked Movie,89700,35496821
Entertainment,US,Sam and Colby Reacts,1940000,140822788
News & Politics,US,OfflineTV,3260000,830564328
Entertainment,US,Schaffrillas Productions,1940000,458122424
Entertainment,US,AMP,6720000,768343770
Entertainment,GB,BrainPilot,264000,129109254
Entertainment,US,Baylen Levine,4820000,855150535
Science & Technology,CA,Engineezy,876000,341254979
Autos & Vehicles,US,PeckBrothers,106000,9544981
Gaming,US,PointCrow,2400000,593163683
Entertainment,US,Magic The Noah,1170000,132576559
Sports,US,ESPN College Football,961000,710631736
Music,US,NoCap,1270000,1123413063
Autos & Vehicles,US,Grind Hard Plumbing Co,2700000,552159091
Film & Animation,US,ZAMination,5290000,1845487935
Comedy,US,The Try Guys,7980000,2773619876
Gaming,DE,Gamer Robot,4310000,266468534
Science & Technology,US,The Deal Guy,2720000,372559523
Music,US,Republic Records,757000,593075801
Entertainment,US,JustParkers ,519000,14825262
Sports,PT,UR · Cristiano,69600000,647384087
Film & Animation,US,RDCworld1,7050000,1664925084
Music,KR,ROSÉ,12900000,1365394128
Gaming,GB,Jack Joseph,50500,868352
People & Blogs,US,Joll and Conk,496000,47281439
People & Blogs,US,Royal Court,303000,23611728
Entertainment,GB,Miniminter,10400000,4127674663
Film & Animation,AU,GLITCH,12100000,1346891238
Entertainment,GB,British Vogue,1660000,534181187
Sports,US,Minnesota Vikings,331000,158860746
Autos & Vehicles,US,Jay Leno's Garage,3750000,986142734
Sports,US,"Fishing With ""Oh Dad!""",1410000,2961959
Autos & Vehicles,US,Donut,8880000,2808407813
Gaming,US,PlayOverwatch,2960000,818097212
Music,US,twenty one pilots,13600000,6266146751
Entertainment,GB,Gordon Ramsay,21000000,4263060634
Music,CA,ThreeDaysGraceVEVO,1460000,2037806629
Sports,PY,CONMEBOL Sudamericana,309000,73459222
Entertainment,US,Honkai: Star Rail,2390000,456596121
Music,US,Juice WRLD,12100000,6945220523
Entertainment,AU,SunnyV2,4250000,1257891319
Entertainment,US,Lackadaisy,1040000,58973458
Music,US,Jack Harlow,2950000,1847692539
Gaming,US,Honkai: Star Rail,2390000,456596121
People & Blogs,US,Gomu,92100,637724
Sports,GB,Celtic FC,245000,110873305
Howto & Style,US,Blacktail Studio,2920000,382262244
Gaming,GB,Stylosa,758000,430986666
Comedy,US,Shane2,2770000,177903026
Music,US,NickiMinajAtVEVO,12500000,9367256640
Music,CO,MalumaVEVO,13900000,21080589580
Gaming,SE,Minecraft,13900000,2408176358
Film & Animation,CA,Dungeon Soup,465000,46454964
Entertainment,US,DukeDennis LIVE,1220000,140796226
Gaming,US,MandJTV,2300000,947525589
Film & Animation,US,Pixar,8750000,4740302153
Music,US,Schlatt & Co.,1200000,134566216
Film & Animation,US,illymation,2600000,326416433
Film & Animation,US,A24,1370000,1222680676
People & Blogs,IN,Prem Dhillon,882000,570109085
Entertainment,US,Jeremy Jahns,2010000,908786664
Autos & Vehicles,US,Tavarish,2930000,472291362
People & Blogs,KR,OfficialGDRAGON,3120000,431148615
Gaming,CA,GinoMachino,506000,161322547
Gaming,JP,Bandai Namco Entertainment,1810000,979849814
People & Blogs,US,Kitawari,75300,3041912
Entertainment,US,sir yacht,291000,20107481
Entertainment,US,Universal Pictures,9490000,6713007433
Gaming,US,CarynandConnieGaming,1150000,237448001
Music,US,DaBaby,10800000,5384022470
Music,IN,Swar,132000,30060504
Autos & Vehicles,GB,Jaguar,260000,13442651
Film & Animation,US,InCinematic,15800,5368252
Music,US,kesha,4580000,2832158267
Music,US,Oliver Anthony Music,1360000,221971796
Autos & Vehicles,US,Hoovies Garage,1590000,476780203
Comedy,GB,a bit more willne,2330000,618228309
