title,channelTitle,category,channel_country,publishedAt,duration,view_count,likes,comment_count,engagement_rate
Bishop T.D. Jakes suffers health incident after delivering sermon,CBS TEXAS,News & Politics,US,2024-11-24T23:45:43Z,1.52,320004,1892,1266,0.009868627
CAN WE WIN THE TOURNAMENT? THE 7 ASIDE CUP,5IVE GUYS FC,Sports,GB,2024-11-25T19:56:33Z,32.93,349352,14210,3627,0.051057386
Kendrick Lamar - SQUABBLE UP BREAKDOWN? & REACTION,JayBlac,Entertainment,US,2024-11-25T20:23:10Z,10.7,110026,5730,883,0.060103975
Larray Finds Quenlin Blackwell Love on The Button | Cut,Cut,Entertainment,US,2024-11-24T16:00:14Z,29.02,758702,45330,2032,0.062425036
The World’s Most Expensive Gym Membership ($10k/month),Will Tennyson,People & Blogs,CA,2024-11-24T15:00:01Z,25.22,2136256,60585,3695,0.030090027
Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,ESPN,Sports,US,2024-11-16T05:56:22Z,2.58,34057421,264766,54675,0.009379483
JUICE WRLD *FREE* Skin is OUT NOW!,FriendlyMachine,Gaming,GB,2024-11-25T10:22:17Z,12.13,572580,7822,1513,0.016303399
Race Highlights | 2024 Las Vegas Grand Prix,FORMULA 1,Sports,US,2024-11-24T08:56:28Z,8.25,5803044,130374,4315,0.02321006
Denver Broncos Highlights vs. Las Vegas Raiders | 2024 Regular Season Week 12,Denver Broncos,Sports,US,2024-11-25T00:56:01Z,4.92,97019,1097,175,0.013110834
Manchester City v. Tottenham Hotspur | PREMIER LEAGUE HIGHLIGHTS | 11/23/2024 | NBC Sports,NBC Sports,Sports,US,2024-11-23T20:02:08Z,13.32,1169511,16387,1925,0.015657826
Happy Wheels in 2024 is crazy..,PewDiePie,Gaming,JP,2024-11-24T17:00:49Z,21.83,1608369,136704,6254,0.088883832
My Birth Defect,Haminations,Comedy,US,2024-11-23T17:00:27Z,9.3,2947470,119908,23095,0.048517203
TRYING VIRAL TIKTOK SNACKS because i dont care for my health...,courtreezy,Comedy,US,2024-11-24T20:00:04Z,26.83,398833,29676,1346,0.077781929
Alabama Crimson Tide vs. Oklahoma Sooners | Full Game Highlights | ESPN College Football,ESPN College Football,Sports,US,2024-11-24T04:03:54Z,12.95,921742,8890,2923,0.012815951
New Minion Prince Hero and Hero Hall in Clash of Clans!,Judo Sloth Gaming,Gaming,GB,2024-11-24T13:00:36Z,16.28,1849342,65623,4574,0.037957825
HIGHLIGHTS | Leganés 0-3 Real Madrid | LaLiga 2024/25,Real Madrid,Sports,ES,2024-11-24T21:56:44Z,3.15,1358444,37253,1180,0.028291928
"Why I'm giving away my ""Million Dollar Idea""",Morley Kert,Howto & Style,CA,2024-11-24T14:45:02Z,21.67,368264,15218,1102,0.044316034
Philadelphia Eagles vs. Los Angeles Rams Game Highlights | NFL 2024 Season Week 12,NFL,Sports,US,2024-11-25T04:47:52Z,14.45,1628302,20065,2261,0.013711216
Escaping POU PRISON,ProjectJamesify,Gaming,US,2024-11-25T15:00:32Z,13.0,317138,1887,63,0.006148743
Season 2025 Breakdown | Welcome To Noxus,SkinSpotlights,Gaming,GB,2024-11-25T16:00:32Z,9.17,648717,21476,1245,0.035024518
Dallas Cowboys vs. Washington Commanders | 2024 Week 12 Game Highlights,NFL,Sports,US,2024-11-24T22:00:29Z,13.65,1425465,17752,2337,0.014092945
The UPDATED GOATMAN mod is EVIL.. Minecraft: From the Fog,Calvin,Gaming,US,2024-11-24T20:00:10Z,58.13,277935,19242,2908,0.079694893
SONIC MOVIE 3 TRAILER 2 REACTION - THEY DID IT!!!,Sam Procrastinates,Gaming,US,2024-11-25T14:55:17Z,9.15,50272,3937,499,0.088239975
FIRST WEEK IN MY NEW NYC APARTMENT *alone..*,erica ha,People & Blogs,US,2024-11-24T13:30:32Z,42.83,730095,42368,1536,0.06013464
HE HAS THE GUN!! - SONIC MOVIE 3 TRAILER 2 REACTION,Games Cage,Gaming,CA,2024-11-25T14:14:32Z,3.07,57414,3898,495,0.076514439
Guess The Fake Athlete!,Jesser,Sports,US,2024-11-25T22:03:00Z,31.65,786680,20227,835,0.026773275
Minecraft Button Experiment,Boosfer,Gaming,NO,2024-11-24T16:00:10Z,28.15,374211,21780,836,0.060436492
NoCap - Blame Myself/Block Fever Snippet (Official Video),NoCap,Music,US,2024-11-24T02:54:59Z,3.23,274075,18725,961,0.071827055
Kevin O’Connell’s Locker Room Speech After Minnesota Vikings Win Over Chicago Bears,Minnesota Vikings,Sports,US,2024-11-24T23:11:29Z,4.25,110338,3457,511,0.035962225
Testing a Hamster's Survival Skills,Dr. Plants,Pets & Animals,US,2024-11-23T17:00:17Z,9.57,1480677,46555,1955,0.032762041
"I Got a Pet Leech (yes, really)",TerraGreen,Pets & Animals,US,2024-11-23T13:00:03Z,12.67,2344561,34868,3351,0.016301133
"Game Theory: FNAF, The Missing Key Is... Phone Guy?!",The Game Theorists,Gaming,US,2024-11-23T18:05:00Z,22.98,1464670,84020,4063,0.060138461
Minecraft but I ESCAPE from PVP CIVILIZATION,Evbo,Gaming,US,2024-11-24T00:15:06Z,25.98,1330670,62460,6826,0.052068507
The World's Spiciest Ramen (10 Packs),Matt Stonie,Entertainment,US,2024-11-24T17:37:51Z,5.08,662719,38635,2501,0.062071557
Australia v India 2024-25 | First Test | Day Four,cricket.com.au,Sports,AU,2024-11-25T09:00:03Z,8.05,10905612,164459,3809,0.015429487
Behind the scenes of CM Punk’s WWE return at Survivor Series 2023,WWE,Sports,US,2024-11-25T15:00:06Z,9.52,1329238,72914,4096,0.057935449
WHAT IS BETTER THAN 1 ULTIMATE MINI JEEP?,PeckBrothers,Autos & Vehicles,US,2024-11-24T13:00:04Z,39.98,216692,9308,699,0.046180754
TFT Dev Drop: 6-Costs Enter Into the Arcane I Dev Video - Teamfight Tactics,Teamfight Tactics,Gaming,US,2024-11-25T14:00:06Z,13.97,176800,5843,682,0.036906109
So I Analyzed the NEW Minecraft Movie Trailer...,FundyLIVE,Gaming,NL,2024-11-24T14:15:00Z,18.0,361450,18028,1342,0.053589708
Australia v India 2024-25 | First Test | Day Three,cricket.com.au,Sports,AU,2024-11-24T11:00:55Z,8.03,11728559,198885,5207,0.017401285
We Need to Talk About the Ironmouse Situation,ConnorDawg,Entertainment,JP,2024-11-23T18:15:00Z,18.3,2700809,224028,18185,0.089681647
24 Hours In Colorado,Duke Dennis,Entertainment,US,2024-11-23T22:51:40Z,16.43,867331,52653,1492,0.062427147
SEC Shorts - Some SEC teams hop off the Playoff train,SEC Shorts,Comedy,US,2024-11-25T14:00:53Z,4.55,411971,15390,1588,0.041211639
Surviving Using World's LARGEST Suitcase in the Desert,pierson,People & Blogs,US,2024-11-23T17:51:53Z,29.65,1365788,22559,3817,0.019311928
"NEW College Football Playoff Rankings | Tennessee Confident | Georgia Poised | Miami, Oregon, Texas",On3,Sports,US,2024-11-24T19:03:01Z,13.82,140123,2061,1172,0.023072586
How I Stopped an ANT WAR in My Giant Rainforest Vivarium,AntsCanada,Pets & Animals,CA,2024-11-24T13:00:04Z,22.4,364779,20024,2204,0.060935525
"Stromae, Pomme - “Ma Meilleure Ennemie” (from Arcane Season 2) [Official Visualizer]",Riot Games Music,Music,US,2024-11-23T08:01:00Z,2.47,6193664,254914,7462,0.042362001
Buying Hurricane FLOODED Supercars At AUCTION!,ScrapLifeLee,Autos & Vehicles,US,2024-11-25T20:00:01Z,38.88,267381,8824,647,0.035421365
OFFLINETV RACE THROUGH LA,OfflineTV,News & Politics,US,2024-11-24T00:00:01Z,25.82,747954,33989,656,0.046319693
I Bought Unrealistic Pinterest Dream Gowns,Safiya Nygaard,People & Blogs,US,2024-11-23T03:13:30Z,29.5,2629829,129040,4030,0.050600248
Man City 0-4 Tottenham Hotspur | Premier League Highlights | Spurs THRASH Champions at Etihad,Tottenham Hotspur,Sports,GB,2024-11-23T21:45:02Z,2.25,2879665,49890,2108,0.018056961
I Found an Abandoned Axolotl Farm,Bass fishing Productions,Pets & Animals,US,2024-11-23T13:00:05Z,25.68,1161603,31230,3165,0.029609944
JUICE WRLD *FREE* Skin is AVAILABLE!,Home Of Games,Gaming,US,2024-11-24T17:55:54Z,9.98,715233,27453,878,0.039610868
Real Liquid Venom Attacks Me - Ft Tom Hardy,JLaservideo,Film & Animation,US,2024-11-23T18:08:23Z,21.17,1373577,52198,2221,0.039618456
THE COBRA KAI MOVIE  - A Baylen Levine Film,Baylen Levine,Entertainment,US,2024-11-23T01:00:02Z,35.65,1603359,78422,3743,0.051245541
1 Goal = 1 Mystery Football Shirt,Pazjor,Gaming,CA,2024-11-26T15:38:13Z,17.45,214638,4623,428,0.023532646
"Paul Heyman Delivers CM Punk to Roman Reigns, OG Bloodline! | WWE SmackDown 11/22/24 | WWE on USA",WWE on USA,Sports,US,2024-11-23T03:09:18Z,9.35,1460518,40284,5299,0.03121016
I Created A World Eating Worm In Build a Boat!,jessetc,Gaming,NL,2024-11-24T13:30:08Z,10.68,272873,5443,968,0.023494446
"Ohio State beats Indiana & Alabama, Ole Miss, A&M all go down: who’s in the Playoff and who’s out?",The Joel Klatt Show: A College Football Podcast,Sports,US,2024-11-25T15:00:06Z,45.88,162689,3673,1450,0.031489529
Trolling My Boyfriends PRIVATE SERVER as a NOOB in Dress to Impress!,Dani and Snappy,Gaming,US,2024-11-25T23:49:55Z,10.43,228406,3584,655,0.018559057
Wicked | What Is This Feeling,Wicked Movie,Film & Animation,US,2024-11-22T16:15:27Z,3.17,3778058,86055,2525,0.023445908
Ultimate Mini Jeep Rock Crawler Build!,Grind Hard Plumbing Co,Autos & Vehicles,US,2024-11-23T21:00:05Z,32.22,590900,23238,960,0.040951092
LIL WAYNE WARNS KENDRICK LAMAR TO CHILL BEFORE HE DESTROYS HIM IN A DISSTRACK!,No Life Shaq,Entertainment,US,2024-11-24T09:01:49Z,9.4,445728,23256,5987,0.065607276
How Kendrick was in the Studio Making this New Album (GNX),RDCworld1,Film & Animation,US,2024-11-23T03:51:35Z,3.5,1102824,130661,3791,0.121916099
I Turned A Children's Game Into A Nightmare,Magic The Noah,Entertainment,US,2024-11-23T16:00:44Z,49.0,562878,31248,1514,0.058204442
"[#2024MAMA] G-DRAGON - 무제(Untitled, 2014)+POWER+HOME SWEET HOME+뱅뱅뱅+FANTASTIC BABY | Mnet 241123 방송",Mnet K-POP,Entertainment,KR,2024-11-23T08:54:37Z,14.3,17708959,721669,80940,0.045322201
Scariest Paranormal Ocean Encounters!,Sam and Colby Reacts,Entertainment,US,2024-11-23T19:15:01Z,10.53,540695,41044,2027,0.079658588
Kendrick Lamar - wacced out murals (Official Audio),Kendrick Lamar,People & Blogs,US,2024-11-22T17:08:31Z,5.3,5805679,241998,18026,0.044787871
Samsung is in Crisis,ColdFusion,Science & Technology,AU,2024-11-23T18:41:39Z,17.47,2150904,48047,4029,0.024211215
"Zelda, but Every 5 Minutes You Make it Weirder",PointCrow,Gaming,US,2024-11-23T20:06:35Z,33.63,431084,30675,1118,0.073751287
🇺🇸 President-elect Donald Trump arrives at Madison Square Garden alongside Elon Musk #UFC309 😮‍💨,TNT Sports,Sports,GB,2024-11-17T03:07:32Z,4.52,7377633,119564,14728,0.018202586
"Lethal Company Music Video 🎵 ""Follow The Orders"" [VERSION A]",ZAMination,Film & Animation,US,2024-11-23T15:00:06Z,3.13,808289,35425,2946,0.047471882
Wicked - Is It Good or Nah?,Schaffrillas Productions,Entertainment,US,2024-11-23T19:42:25Z,13.25,473864,28803,1573,0.064102781
Blox Fruits | DRAGON UPDATE OFFICIAL NEWS,Gamer Robot,Gaming,DE,2024-11-23T02:00:06Z,14.38,3931081,261970,68891,0.084165399
AMP LOVE ISLAND,AMP,Entertainment,US,2024-11-22T23:37:45Z,25.68,2781380,103969,4163,0.038877104
Can You Charge A Phone with Marbles?,Engineezy,Science & Technology,CA,2024-11-23T14:00:33Z,18.1,624482,23152,1463,0.039416669
Kendrick Lamar - tv off (Official Audio),Kendrick Lamar,People & Blogs,US,2024-11-22T17:08:31Z,3.68,5665803,292198,24061,0.055818919
Models Expect Coldest Pattern in Years... And A MASSIVE Snowstorm,Direct Weather,Entertainment,US,2024-11-24T01:30:24Z,19.63,384350,5107,488,0.014557044
"ARCANE Season 2 Episodes 7, 8 & 9 Ending Explained",BrainPilot,Entertainment,GB,2024-11-23T14:04:41Z,10.6,483590,12657,2333,0.030997332
Try Guys Make Girl Scout Cookies Without A Recipe,The Try Guys,Comedy,US,2024-11-23T16:00:50Z,52.92,794259,31162,1488,0.041107498
"New Thrower Troop, Firespitter Defense and Revive Spell in Clash of Clans!",Judo Sloth Gaming,Gaming,GB,2024-11-23T13:00:19Z,18.58,1403088,49642,2591,0.037227173
AMORIM REALITY BITE! IPSWICH 1-1 MANCHESTER UNITED GOLDBRIDGE MATCH REACTION,The United Stand,Sports,GB,2024-11-24T19:07:07Z,31.78,366145,8532,995,0.026019746
RACING vs. CRUZEIRO | HIGHLIGHTS | CONMEBOL SUDAMERICANA 2024,CONMEBOL Sudamericana,Sports,PY,2024-11-23T22:26:56Z,8.85,415598,4604,658,0.012661274
HIGHLIGHTS | WALES V AUSTRALIA | AUTUMN NATIONS SERIES,Autumn Nations Series,Sports,US,2024-11-17T18:18:40Z,4.48,562217,4064,855,0.008749291
Australia v India 2024-25 | First Test | Day Two,cricket.com.au,Sports,AU,2024-11-23T11:07:54Z,8.07,10934725,187061,4534,0.017521703
DABABY - PHAT (OFFICIAL VIDEO),DaBaby,Music,US,2024-11-22T14:00:07Z,2.18,604035,30939,1402,0.053541599
Defying Gravity (From Wicked The Soundtrack),Republic Records,Music,US,2024-11-22T05:00:42Z,7.67,1758542,37074,2572,0.022544813
ROSÉ - number one girl (official music video),ROSÉ,Music,KR,2024-11-22T05:00:06Z,3.63,31628456,1653421,105092,0.055599078
Uzi & Pomni Are Forced To Run The Marketing Department,GLITCH,Film & Animation,AU,2024-11-22T20:00:08Z,4.27,3213048,224460,8501,0.072504675
Three Days Grace - Mayday (Official Video),ThreeDaysGraceVEVO,Music,GB,2024-11-22T15:00:06Z,3.38,904066,61884,5454,0.0744835
Nitrous vs Supercharger | HiLow,Donut,Autos & Vehicles,US,2024-11-22T16:00:20Z,37.05,1170240,45866,2446,0.041283839
Saoirse Ronan Joins Brittany Broski's Royal Court,Royal Court,People & Blogs,US,2024-11-22T18:00:14Z,24.18,671022,52016,1816,0.080223897
An UNREAL Thing HAS Happened to MY CHANNEL- An OVERNIGHT Miracle!!,"Fishing With ""Oh Dad!""",Sports,US,2024-11-21T22:54:42Z,6.55,2054841,553693,53889,0.295683218
Jake Paul Wins | Jake Paul vs. Mike Tyson | Netflix,Netflix Sports,Sports,US,2024-11-16T05:46:59Z,0.58,3010125,10323,5294,0.005188157
Nadie- Tito Double P (Video Oficial),Tito Double P,Music,MX,2024-11-22T00:00:06Z,3.28,4143090,129171,4246,0.032202293
[#2024MAMA] BIGBANG (빅뱅) - 뱅뱅뱅 (BANG BANG BANG) + FANTASTIC BABY | Mnet 241123 방송,Mnet K-POP,Entertainment,KR,2024-11-23T09:13:52Z,5.42,10709628,384061,14911,0.037253582
Oliver Anthony - Country Roads,Oliver Anthony Music,Music,US,2024-11-22T21:45:13Z,2.87,461358,34326,2220,0.079213973
I Meet MrBeast To Break The Internet!!,UR · Cristiano,Sports,PT,2024-11-21T14:00:07Z,14.0,44743258,4421250,173743,0.10269688
i LET My 16 SiBLiNGS NAME Our BABY!,JustParkers ,Entertainment,US,2024-11-22T16:46:58Z,22.25,952222,19984,20334,0.042340967
Maluma - Cosas Pendientes (Official Video),MalumaVEVO,Music,CO,2024-11-22T00:00:07Z,4.52,7175130,217065,7021,0.031230932
New Update - Town Hall 17 in Clash of Clans!,Judo Sloth Gaming,Gaming,GB,2024-11-22T13:00:49Z,17.73,1725976,64842,3252,0.039452461
Qualifying Highlights | 2024 Las Vegas Grand Prix,FORMULA 1,Sports,US,2024-11-23T07:54:05Z,7.15,4463523,93811,3913,0.021893917
Minecraft AURA: THE MOVIE,Joll and Conk,People & Blogs,US,2024-11-22T16:00:44Z,30.03,916421,28080,5135,0.036244259
‘Wicked’ Cast Play Never Have I Ever,British Vogue,Entertainment,GB,2024-11-22T13:00:03Z,5.53,519512,18292,432,0.036041516
"[#2024MAMA] ROSÉ (로제), Bruno Mars - APT. | Mnet 241122 방송",Mnet K-POP,Entertainment,KR,2024-11-22T13:02:02Z,3.8,12418458,531409,13342,0.043866235
Twenty One Pilots - The Line (from Arcane Season 2) [Official Audio],twenty one pilots,Music,US,2024-11-22T05:05:25Z,3.2,1401622,111667,6186,0.084083298
"The BFB Da Packman ""On The Radar"" Freestyle (PART 3)",On The Radar Radio,Music,US,2024-11-21T23:30:05Z,5.65,247682,14202,601,0.059766152
Lackadaisy Spaghetti Noodle - EPISODE PREVIEW,Lackadaisy,Entertainment,US,2024-11-22T19:00:19Z,2.47,351134,65421,2362,0.193040264
The Party Never Ends (Official Album Trailer),Juice WRLD,Music,US,2024-11-21T20:17:40Z,2.97,1746721,147836,14404,0.092882607
Nicki Minaj - Arctic Tundra (Visualizer) ft. Juice WRLD,NickiMinajAtVEVO,Music,US,2024-11-22T05:11:46Z,4.5,543015,53204,6067,0.109151681
"Mike Tyson reacts to loss vs. Jake Paul, calls out Logan in the process | ESPN Ringside",ESPN,Sports,US,2024-11-16T06:03:04Z,1.2,2692812,22439,7621,0.011163052
"Kane Brown, Katelyn Brown - Body Talk (Official Music Video)",KaneBrownVEVO,Music,US,2024-11-22T05:00:47Z,2.58,363899,15458,501,0.043855575
"Grupo Frontera, Oscar Maydon - ¿Qué Te Parece? (Video Oficial)",Grupo Frontera,Music,US,2024-11-22T00:00:07Z,3.22,1626397,48211,855,0.030168526
LA MAYBACH - Neutro Shorty x Yandel x Eladio Carrión x Myke Towers (VIDEO OFICIAL),Neutro Shorty,Music,US,2024-11-22T01:00:06Z,4.02,2145980,105922,7775,0.052981388
