category,channel_country,channelTitle,subscriber_count,total_view_count
Entertainment,US,No Life Shaq,4700000,1067687671.0
Film & Animation,US,A24,1370000,1222680676.0
Autos & Vehicles,US,Tavarish,2930000,472291362.0
Gaming,NL,jessetc,1190000,525301018.0
News & Politics,AU,10 News First,927000,710414151.0
Sports,NO,Magnus Midtbø,2450000,445426354.0
Entertainment,US,GQ,7860000,3438991451.0
Entertainment,US,DaFuq!?Boom!,44500000,17999223574.0
Music,CA,Karan Aujla,2910000,1994675948.0
Sports,AU,SBS Sport ,130000,23768665.0
Sports,US,ESPN,13000000,15794941851.0
Comedy,US,shane,18800000,4390085019.0
Comedy,GB,a bit more willne,2330000,618228309.0
Sports,MY,AFC Asian Cup,2180000,506177040.0
People & Blogs,GB,Zoe Sugg,4970000,1078040273.0
Entertainment,US,Lackadaisy,1040000,58973458.0
Gaming,US,CarynandConnieGaming,1150000,237448001.0
Gaming,CA,GinoMachino,506000,161322547.0
Autos & Vehicles,GB,Mat Armstrong,3650000,500760132.0
Entertainment,US,Jordan Matter,26400000,9522666950.0
News & Politics,GB,Sky News,8140000,4773847987.0
Film & Animation,US,Pixar,8750000,4740302153.0
Gaming,US,MandJTV,2300000,947525589.0
Sports,US,Dude Perfect,60600000,17939783127.0
Gaming,CA,Games Cage,62700,17845318.0
Science & Technology,US,NASASpaceflight,1210000,544332812.0
Autos & Vehicles,US,Hoovies Garage,1590000,476780203.0
People & Blogs,US,Kitawari,75300,3041912.0
Entertainment,IN,Mythri Movie Makers,4650000,2502829976.0
Gaming,US,Dani and Snappy,28800,3144956.0
Music,US,Schlatt & Co.,1200000,134566216.0
Film & Animation,US,illymation,2600000,326416433.0
Music,US,twenty one pilots,13600000,6266146751.0
People & Blogs,US,The Kelly Clarkson Show,2830000,961049066.0
Entertainment,US,sir yacht,291000,20107481.0
