title,channelTitle,category,channel_country,publishedAt,duration,view_count,likes,comment_count,engagement_rate
Grandma is secretly a serial killer and cannibal?? The shocking crimes of the Granny Ripper,Bailey Sarian,Entertainment,US,2024-11-25T20:00:16Z,40.35,563376,31899,8221,0.071213541
How the Cast of 'Wicked' Became Their Characters 💖💚 | Teen Vogue,Teen Vogue,Entertainment,US,2024-11-25T20:00:02Z,16.35,241044,7313,223,0.031264002
IRENE 아이린 'Like A Flower' MV,SMTOWN,Music,KR,2024-11-26T09:00:30Z,3.75,1090864,156882,10290,0.153247334
Testing Roblox's Most TERRIFYING Myths..,CaylusBlox,Gaming,US,2024-11-25T18:51:39Z,18.6,527400,15690,934,0.031520667
Testing a Hamster's Survival Skills,Dr. Plants,Pets & Animals,US,2024-11-23T17:00:17Z,9.57,1480677,46579,1958,0.032780276
Band Aid - Do They Know It’s Christmas? (2024 Ultimate Mix / 40th Anniversary Video),BandAidVEVO,Music,GB,2024-11-25T19:30:01Z,7.3,259348,6597,1235,0.030198806
Wicked | What Is This Feeling,Wicked Movie,Film & Animation,US,2024-11-22T16:15:27Z,3.17,3778058,86066,2525,0.023448819
Ed Sheeran - Under the Tree (from “That Christmas”),Ed Sheeran,Music,GB,2024-11-26T14:00:07Z,4.22,534838,44413,2005,0.086788897
Juice WRLD - Empty Out Your Pockets (Music Video Teaser),Fortnite,Music,US,2024-11-25T15:03:00Z,0.33,697887,43319,2306,0.065375913
Nick Eh 30 VS 100 Nick Eh 30's!,CouRage Gaming,Gaming,US,2024-11-25T22:00:27Z,16.58,643243,18006,716,0.029105641
Happy Wheels in 2024 is crazy..,PewDiePie,Gaming,JP,2024-11-24T17:00:49Z,21.83,1609941,136724,6255,0.088810087
I Meet MrBeast To Break The Internet!!,UR · Cristiano,Sports,PT,2024-11-21T14:00:07Z,14.0,44743258,4421346,173747,0.102699115
I Bought Unrealistic Pinterest Dream Gowns,Safiya Nygaard,People & Blogs,US,2024-11-23T03:13:30Z,29.5,2629829,129042,4030,0.050601009
"I Got a Pet Leech (yes, really)",TerraGreen,Pets & Animals,US,2024-11-23T13:00:03Z,12.67,2344561,34870,3351,0.016301986
izna 'IZNA' MV,izna (이즈나),People & Blogs,KR,2024-11-25T09:00:07Z,2.93,15295017,221495,19175,0.01573519
Fortnite's *FREE* JUICE WRLD SKIN NOW AVAILABLE! (How to Unlock),oShven,Gaming,CA,2024-11-25T14:58:37Z,8.47,412015,4459,1447,0.01433443
We Need to Talk About the Ironmouse Situation,ConnorDawg,Entertainment,JP,2024-11-23T18:15:00Z,18.3,2700809,224042,18186,0.089687201
CAN WE WIN THE TOURNAMENT? THE 7 ASIDE CUP,5IVE GUYS FC,Sports,GB,2024-11-25T19:56:33Z,32.93,349615,14214,3627,0.051030419
Why The US is Struggling to Return to the Moon,Real Engineering,Science & Technology,US,2024-11-25T18:00:14Z,19.92,552643,17713,3385,0.038176544
Samsung is in Crisis,ColdFusion,Science & Technology,AU,2024-11-23T18:41:39Z,17.47,2150904,48053,4029,0.024214005
Blaster Master - Angry Video Game Nerd (AVGN),Cinemassacre,Gaming,US,2024-11-26T17:19:56Z,20.3,484495,38240,3681,0.086525145
Kendrick Lamar's New Album Changes Everything....,Louaista,Music,US,2024-11-25T03:55:53Z,22.58,977956,36062,3636,0.040592828
My Birth Defect,Haminations,Comedy,US,2024-11-23T17:00:27Z,9.3,2947470,119919,23096,0.048521274
"[#2024MAMA] ROSÉ (로제), Bruno Mars - APT. | Mnet 241122 방송",Mnet K-POP,Entertainment,KR,2024-11-22T13:02:02Z,3.8,12418458,531426,13342,0.043867604
"these games wanted to sponsor me, i said no and reviewed them anyway",Ludwig,Gaming,US,2024-11-26T23:01:41Z,35.05,591929,25253,962,0.044287406
How To Get juice wrld Skin in fortnite Now (Free Slayer juice wrld skin),Fortnite Events,Gaming,EG,2024-11-25T14:18:52Z,0.9,344590,3315,503,0.011079834
New Minion Prince Hero and Hero Hall in Clash of Clans!,Judo Sloth Gaming,Gaming,GB,2024-11-24T13:00:36Z,16.28,1849342,65625,4574,0.037958906
i tried food from TEMU...,BENOFTHEWEEK,News & Politics,US,2024-11-24T20:36:04Z,14.28,829543,55225,5127,0.072753311
Why It Sucks to Be Born as a Horse,Dinzo,Pets & Animals,US,2024-11-27T00:47:46Z,9.55,233160,15653,1291,0.072671127
Nightmare on Reroll Street: Part 2 | Into the Arcane Launch Cinematic - Teamfight Tactics,Teamfight Tactics,Gaming,US,2024-11-25T14:05:00Z,1.82,1741736,34653,1102,0.020528369
Australia v India 2024-25 | First Test | Day One,cricket.com.au,Sports,AU,2024-11-22T10:56:58Z,8.1,12986111,212930,6566,0.016902366
FIRST WEEK IN MY NEW NYC APARTMENT *alone..*,erica ha,People & Blogs,US,2024-11-24T13:30:32Z,42.83,730095,42370,1536,0.060137379
I built a MODERN iPod....,Zac Builds,Howto & Style,CA,2024-11-25T17:00:01Z,24.72,376841,18964,1298,0.053768035
THE COBRA KAI MOVIE  - A Baylen Levine Film,Baylen Levine,Entertainment,US,2024-11-23T01:00:02Z,35.65,1603359,78427,3743,0.05124866
iShowSpeed Becomes a PRO Australian Football Player,Live Speedy,Entertainment,US,2024-11-22T04:53:19Z,29.7,720174,16118,1339,0.024239975
Minecraft but I ESCAPE from PVP CIVILIZATION,Evbo,Gaming,US,2024-11-24T00:15:06Z,25.98,1330935,62462,6826,0.052059642
"Game Theory: FNAF, The Missing Key Is... Phone Guy?!",The Game Theorists,Gaming,US,2024-11-23T18:05:00Z,22.98,1464670,84024,4063,0.060141192
Larray Finds Quenlin Blackwell Love on The Button | Cut,Cut,Entertainment,US,2024-11-24T16:00:14Z,29.02,758702,45340,2032,0.062438217
AMP LOVE ISLAND,AMP,Entertainment,US,2024-11-22T23:37:45Z,25.68,2782192,103972,4163,0.038866836
Highlights | Swansea City 3-4 Leeds United | GNONTO INJURY-TIME WINNER IN SEVEN GOAL THRILLER!,Leeds United Official,Sports,GB,2024-11-24T17:45:48Z,3.52,257542,3381,401,0.014684983
Season 2025 Breakdown | Welcome To Noxus,SkinSpotlights,Gaming,GB,2024-11-25T16:00:32Z,9.17,648717,21480,1245,0.035030684
SHOCKING ROUND 1 AT WORLD CHAMPIONSHIP,GMHikaru,Gaming,US,2024-11-25T13:42:38Z,25.0,401148,16195,1394,0.04384666
"Why I'm giving away my ""Million Dollar Idea""",Morley Kert,Howto & Style,CA,2024-11-24T14:45:02Z,21.67,368264,15219,1102,0.04431875
HIGHLIGHTS | Leganés 0-3 Real Madrid | LaLiga 2024/25,Real Madrid,Sports,ES,2024-11-24T21:56:44Z,3.15,1358444,37254,1180,0.028292664
Happy 5 Years! Recording the Helluva Boss Pilot,Vivziepop,Film & Animation,US,2024-11-25T18:00:33Z,11.67,602378,84256,4001,0.146514315
Minecraft Button Experiment,Boosfer,Gaming,NO,2024-11-24T16:00:10Z,28.15,374211,21781,837,0.060441836
Australia v India 2024-25 | First Test | Day Three,cricket.com.au,Sports,AU,2024-11-24T11:00:55Z,8.03,11729927,198891,5207,0.017399767
Testing Crazy Catnip Products!,Half-Asleep Chris,People & Blogs,GB,2024-11-25T17:00:23Z,8.77,276926,9079,1194,0.037096553
"FREE JUICE WRLD SKIN OUT EARLY in Fortnite! (How to Get it, REWARDS, NEW UPDATE)",oShven,Gaming,CA,2024-11-26T02:12:06Z,8.17,124143,2336,1017,0.027009175
So I Analyzed the NEW Minecraft Movie Trailer...,FundyLIVE,Gaming,NL,2024-11-24T14:15:00Z,18.0,361450,18029,1342,0.053592475
How to Get JUICE WRLD SKIN in Fortnite (NOW),gattu,Gaming,IN,2024-11-25T19:10:54Z,3.33,504436,4923,577,0.010903266
Real Liquid Venom Attacks Me - Ft Tom Hardy,JLaservideo,Film & Animation,US,2024-11-23T18:08:23Z,21.17,1376287,52209,2221,0.039548437
I Found an Abandoned Axolotl Farm,Bass fishing Productions,Pets & Animals,US,2024-11-23T13:00:05Z,25.68,1161603,31231,3165,0.029610805
OFFLINETV RACE THROUGH LA,OfflineTV,News & Politics,US,2024-11-24T00:00:01Z,25.82,747954,33990,656,0.04632103
Man City 0-4 Tottenham Hotspur | Premier League Highlights | Spurs THRASH Champions at Etihad,Tottenham Hotspur,Sports,GB,2024-11-23T21:45:02Z,2.25,2880016,49890,2108,0.018054761
iShowSpeed's First Time in AUSTRALIA *ALMOST DIES*,Live Speedy,Entertainment,US,2024-11-21T03:44:13Z,20.87,1003211,27334,2038,0.029277988
Buying Hurricane FLOODED Supercars At AUCTION!,ScrapLifeLee,Autos & Vehicles,US,2024-11-25T20:00:01Z,38.88,267381,8826,647,0.035428845
"ARCANE Season 2 Episodes 7, 8 & 9 Ending Explained",BrainPilot,Entertainment,GB,2024-11-23T14:04:41Z,10.6,483617,12657,2333,0.030995602
"$50,000 BODY TRANSFORMATION CHALLENGE!",Miniminter,Entertainment,GB,2024-11-21T18:01:26Z,17.4,1560719,95844,1515,0.062380864
How To Train Your Dragon | Official Teaser Trailer,Universal Pictures,Entertainment,US,2024-11-19T18:31:08Z,1.27,16815267,396668,26769,0.025181699
Defying Gravity (From Wicked The Soundtrack),Republic Records,Music,US,2024-11-22T05:00:42Z,7.67,1760298,37081,2572,0.0225263
JUICE WRLD *FREE* Skin is AVAILABLE!,Home Of Games,Gaming,US,2024-11-24T17:55:54Z,9.98,715233,27453,878,0.039610868
Blox Fruits | DRAGON UPDATE OFFICIAL NEWS,Gamer Robot,Gaming,DE,2024-11-23T02:00:06Z,14.38,3931081,261975,68891,0.084166671
2025 Toyota LandCruiser Prado (inc. 0-100 & off-road) DETAILED review: Best new SUV on the market?,CarExpert,Autos & Vehicles,AU,2024-11-21T08:00:28Z,43.32,293022,3528,1292,0.016449277
Oliver Anthony - Country Roads,Oliver Anthony Music,Music,US,2024-11-22T21:45:13Z,2.87,462089,34337,2220,0.079112465
Saoirse Ronan Joins Brittany Broski's Royal Court,Royal Court,People & Blogs,US,2024-11-22T18:00:14Z,24.18,671152,52018,1816,0.080211338
New Update - Town Hall 17 in Clash of Clans!,Judo Sloth Gaming,Gaming,GB,2024-11-22T13:00:49Z,17.73,1725976,64843,3252,0.03945304
Try Guys Make Girl Scout Cookies Without A Recipe,The Try Guys,Comedy,US,2024-11-23T16:00:50Z,52.92,794259,31164,1488,0.041110016
BADAL SARI || SWAR X JOHN RAI X Cr7horaa @swapnilsharmasings Dir by:@RohitShakya,Swar,Music,IN,2024-11-20T16:15:07Z,6.42,2876261,217551,9687,0.079004652
i LET My 16 SiBLiNGS NAME Our BABY!,JustParkers ,Entertainment,US,2024-11-22T16:46:58Z,22.25,952222,19984,20334,0.042340967
Can You Charge A Phone with Marbles?,Engineezy,Science & Technology,CA,2024-11-23T14:00:33Z,18.1,624482,23160,1463,0.039429479
Gordon Ramsay Teaches Matthew McConaughey How to Make the Ultimate Steak & Eggs,Gordon Ramsay,Entertainment,GB,2024-11-21T17:00:02Z,31.32,2797742,66907,3470,0.025154929
RACING vs. CRUZEIRO | HIGHLIGHTS | CONMEBOL SUDAMERICANA 2024,CONMEBOL Sudamericana,Sports,PY,2024-11-23T22:26:56Z,8.85,415622,4604,658,0.012660543
Ultimate Mini Jeep Rock Crawler Build!,Grind Hard Plumbing Co,Autos & Vehicles,US,2024-11-23T21:00:05Z,32.22,590900,23240,960,0.040954476
Nitrous vs Supercharger | HiLow,Donut,Autos & Vehicles,US,2024-11-22T16:00:20Z,37.05,1170240,45867,2446,0.041284694
Ellen Just Tried To Make A Comeback... It's Not Going Well,SunnyV2,Entertainment,AU,2024-11-21T15:15:12Z,10.17,2800888,68696,6658,0.026903611
IMPOSSIBLE Minecraft - Episode 1,Grian,Gaming,GB,2024-11-26T17:00:01Z,19.97,829869,79530,3096,0.099565112
Thanksgiving Special: Chicken falls in love!,Hay Day,Gaming,FI,2024-11-26T15:00:57Z,0.72,450671,12945,353,0.029507113
"New Thrower Troop, Firespitter Defense and Revive Spell in Clash of Clans!",Judo Sloth Gaming,Gaming,GB,2024-11-23T13:00:19Z,18.58,1403088,49643,2591,0.037227886
ASTARR (OFFICIAL VIDEO) PREM DHILLON | CHEETAH | 4 Da Gang | LATEST PUNJABI SONGS 2024,Prem Dhillon,People & Blogs,IN,2024-11-21T04:30:07Z,3.43,1393952,36618,1044,0.027018147
Case Closed - A new Town Hall appears!,Clash of Clans,Gaming,FI,2024-11-21T16:00:25Z,1.12,4703317,124068,4769,0.027392795
‘Wicked’ Cast Play Never Have I Ever,British Vogue,Entertainment,GB,2024-11-22T13:00:03Z,5.53,519512,18293,432,0.036043441
Australia v India 2024-25 | First Test | Day Four,cricket.com.au,Sports,AU,2024-11-25T09:00:03Z,8.05,10908577,164471,3811,0.015426577
G-DRAGON - HOME SWEET HOME (Official Audio) (feat. TAEYANG & DAESUNG),OfficialGDRAGON,People & Blogs,KR,2024-11-22T05:00:11Z,3.53,5299214,263538,22472,0.053972155
Surviving Using World's LARGEST Suitcase in the Desert,pierson,People & Blogs,US,2024-11-23T17:51:53Z,29.65,1365788,22561,3817,0.019313393
A Minecraft Movie | Official Trailer,Minecraft,Gaming,SE,2024-11-20T20:00:31Z,2.48,4683476,197425,12091,0.04473515
Jaguar | Copy Nothing,Jaguar,Autos & Vehicles,GB,2024-11-19T09:00:52Z,0.52,2227100,0,35346,0.015870863
An UNREAL Thing HAS Happened to MY CHANNEL- An OVERNIGHT Miracle!!,"Fishing With ""Oh Dad!""",Sports,US,2024-11-21T22:54:42Z,6.55,2054841,553698,53891,0.295686625
"Zelda, but Every 5 Minutes You Make it Weirder",PointCrow,Gaming,US,2024-11-23T20:06:35Z,33.63,431084,30678,1118,0.073758247
"Season 1 Reveal, Gameplay Preview & Ranked Resets | Dev Update - League of Legends",League of Legends,Gaming,US,2024-11-25T16:00:03Z,15.18,900974,37459,3118,0.045036816
Race Highlights | 2024 Las Vegas Grand Prix,FORMULA 1,Sports,US,2024-11-24T08:56:28Z,8.25,5803044,130378,4315,0.023210749
The World's Spiciest Ramen (10 Packs),Matt Stonie,Entertainment,US,2024-11-24T17:37:51Z,5.08,662719,38641,2501,0.06208061
The UPDATED GOATMAN mod is EVIL.. Minecraft: From the Fog,Calvin,Gaming,US,2024-11-24T20:00:10Z,58.13,277935,19242,2908,0.079694893
Scariest Paranormal Ocean Encounters!,Sam and Colby Reacts,Entertainment,US,2024-11-23T19:15:01Z,10.53,540695,41046,2027,0.079662287
AMORIM REALITY BITE! IPSWICH 1-1 MANCHESTER UNITED GOLDBRIDGE MATCH REACTION,The United Stand,Sports,GB,2024-11-24T19:07:07Z,31.78,366145,8532,995,0.026019746
Wicked - Is It Good or Nah?,Schaffrillas Productions,Entertainment,US,2024-11-23T19:42:25Z,13.25,473864,28807,1573,0.064111222
Jack Harlow - Hello Miss Johnson [Official Music Video],Jack Harlow,Music,US,2024-11-21T17:00:06Z,2.87,2951184,88517,2705,0.030910306
How I Stopped an ANT WAR in My Giant Rainforest Vivarium,AntsCanada,Pets & Animals,CA,2024-11-24T13:00:04Z,22.4,364861,20025,2204,0.060924571
I Turned A Children's Game Into A Nightmare,Magic The Noah,Entertainment,US,2024-11-23T16:00:44Z,49.0,562878,31251,1514,0.058209772
Minecraft AURA: THE MOVIE,Joll and Conk,People & Blogs,US,2024-11-22T16:00:44Z,30.03,916421,28081,5135,0.03624535
The Bad Guys 2 | Official Trailer,Universal Pictures,Entertainment,US,2024-11-21T15:57:37Z,2.32,10616667,114838,6949,0.011471303
Testing Roblox's SCARIEST MYTHS..,CaylusBlox,Gaming,US,2024-11-21T17:58:32Z,20.03,1089722,32549,1659,0.031391493
"Big Table, Bad Business Move",Blacktail Studio,Howto & Style,US,2024-11-21T20:02:38Z,32.65,934991,37470,2717,0.042981162
Bahrain v Australia | Highlights | FIFA World Cup 2026 Third Round Qualifier,Football Australia,Sports,AU,2024-11-19T20:51:19Z,3.48,262673,1722,667,0.009094958
A.I. Conspiracy Investigation,Shane2,Comedy,US,2024-11-21T21:04:36Z,37.98,726034,32263,2858,0.048373768
TRYING VIRAL TIKTOK SNACKS because i dont care for my health...,courtreezy,Comedy,US,2024-11-24T20:00:04Z,26.83,399141,29681,1346,0.077734435
TFT Dev Drop: 6-Costs Enter Into the Arcane I Dev Video - Teamfight Tactics,Teamfight Tactics,Gaming,US,2024-11-25T14:00:06Z,13.97,176800,5843,684,0.036917421
WHAT IS BETTER THAN 1 ULTIMATE MINI JEEP?,PeckBrothers,Autos & Vehicles,US,2024-11-24T13:00:04Z,39.98,216692,9308,699,0.046180754
How Kendrick was in the Studio Making this New Album (GNX),RDCworld1,Film & Animation,US,2024-11-23T03:51:35Z,3.5,1102824,130667,3791,0.12192154
PAYAL SONG (Official Video): YO YO HONEY SINGH | NORA FATEHI | PARADOX | GLORY | BHUSHAN KUMAR,T-Series,Music,IN,2024-11-18T13:30:06Z,3.87,45815306,1660898,134747,0.039193125
JUICE WRLD *FREE* Skin is OUT NOW!,FriendlyMachine,Gaming,GB,2024-11-25T10:22:17Z,12.13,572580,7822,1513,0.016303399
Coldplay - The Karate Kid (Official Video),Coldplay,Music,GB,2024-11-19T15:00:07Z,3.38,2658180,84240,3007,0.032822081
Baltimore Ravens vs. Los Angeles Chargers Game Highlights | NFL 2024 Season Week 12,NFL,Sports,US,2024-11-26T04:36:21Z,11.42,1625318,20658,1748,0.01378561
How To Train Your Dragon | A First Look,Universal Pictures,Entertainment,US,2024-11-20T18:30:36Z,2.45,1910675,82268,6252,0.046329177
Uzi & Pomni Are Forced To Run The Marketing Department,GLITCH,Film & Animation,AU,2024-11-22T20:00:08Z,4.27,3214096,224473,8502,0.072485389
BIRTH VLOG | the labour & birth of our third baby,Sarahs Day,People & Blogs,AU,2024-11-19T06:14:47Z,34.25,485344,21820,1421,0.047885623
Guess The Fake Athlete!,Jesser,Sports,US,2024-11-25T22:03:00Z,31.65,787662,20234,835,0.026748783
Here I Go (ft. Charli xcx) - Uncensored Version,thelonelyisland,Comedy,US,2024-11-19T19:32:45Z,2.87,2196503,82382,2711,0.038740216
"Honkai: Star Rail Version 2.7 ""A New Venture on the Eighth Dawn"" Special Program",Honkai: Star Rail,Entertainment,US,2024-11-22T12:21:06Z,51.82,827352,49402,1163,0.061116671
How 3 words completely changed a character,InCinematic,Film & Animation,US,2024-11-20T15:00:36Z,4.88,2133586,56245,1713,0.027164595
"Hidden Meanings Behind Kendrick's ""Squabble Up"" Music Video Explained",Pearl Fountain,Entertainment,US,2024-11-26T09:19:49Z,3.28,167816,6010,461,0.03856009
???,Gomu,People & Blogs,US,2024-11-22T06:00:06Z,0.67,648681,45036,8715,0.082861992
"Lethal Company Music Video 🎵 ""Follow The Orders"" [VERSION A]",ZAMination,Film & Animation,US,2024-11-23T15:00:06Z,3.13,808289,35433,2947,0.047483017
The Party Never Ends (Official Album Trailer),Juice WRLD,Music,US,2024-11-21T20:17:40Z,2.97,1747272,147838,14404,0.092854461
24 Hours In Colorado,Duke Dennis,Entertainment,US,2024-11-23T22:51:40Z,16.43,867512,52656,1492,0.06241758
Behind the scenes of CM Punk’s WWE return at Survivor Series 2023,WWE,Sports,US,2024-11-25T15:00:06Z,9.52,1329238,72920,4096,0.057939963
Qualifying Highlights | 2024 Las Vegas Grand Prix,FORMULA 1,Sports,US,2024-11-23T07:54:05Z,7.15,4463523,93812,3913,0.021894141
Banshee's Ballad,Dungeon Soup,Film & Animation,CA,2024-11-21T20:29:41Z,2.92,937340,106625,4027,0.118048947
LOCKED IN Reunite To Make A Song,Jack Joseph,Gaming,GB,2024-11-21T19:09:20Z,13.33,359571,15613,534,0.044906291
"Golden Epic Trailer — ""Amphoreus' Saga of Heroes"" | Honkai: Star Rail",Honkai: Star Rail,Gaming,US,2024-11-22T12:00:53Z,4.85,959272,77871,3231,0.084545364
Alabama Crimson Tide vs. Oklahoma Sooners | Full Game Highlights | ESPN College Football,ESPN College Football,Sports,US,2024-11-24T04:03:54Z,12.95,921742,8890,2923,0.012815951
Hazard | New Hero Gameplay Trailer | Overwatch 2,PlayOverwatch,Gaming,US,2024-11-22T14:12:24Z,1.75,710294,27275,3351,0.043117357
1 Goal = 1 Mystery Football Shirt,Pazjor,Gaming,CA,2024-11-26T15:38:13Z,17.45,214638,4624,428,0.023537305
"DRAKE WENT TO THE FEDS ON KENDRICK! |  HE SUES UMG AND SPOTIFY OVER ""NOT LIKE US"" !",No Life Shaq,Entertainment,US,2024-11-26T04:28:07Z,8.52,495288,23385,7030,0.061408716
Parthenope | Official Trailer HD | A24,A24,Film & Animation,US,2024-11-21T13:59:00Z,1.97,1286627,21374,1239,0.017575412
I Bought Back And Rebuilt The Aston Martin I NEVER Should Have Sold,Tavarish,Autos & Vehicles,US,2024-11-20T17:05:03Z,37.52,914403,45515,1797,0.051740863
I Created A World Eating Worm In Build a Boat!,jessetc,Gaming,NL,2024-11-24T13:30:08Z,10.68,272873,5445,968,0.023501776
Philadelphia Eagles vs. Los Angeles Rams Game Highlights | NFL 2024 Season Week 12,NFL,Sports,US,2024-11-25T04:47:52Z,14.45,1628302,20066,2261,0.01371183
Kansas City Chiefs vs. Carolina Panthers Game Highlights | NFL 2024 Season Week 12,NFL,Sports,US,2024-11-24T21:30:35Z,13.78,1461796,17822,2758,0.014078572
Aussie Teen Bianca Jones Becomes 4th Victim To Die From Suspected Methanol Poisoning | 10 News First,10 News First,News & Politics,AU,2024-11-21T08:05:49Z,3.52,278652,1129,536,0.005975195
I tried to survive 24 hours with Alex Honnold! (I did it again..),Magnus Midtbø,Sports,NO,2024-11-19T17:19:11Z,37.17,1567165,57314,3079,0.038536466
Katt Williams Replies To Fans Online | Actually Me,GQ,Entertainment,US,2024-11-20T17:00:11Z,10.35,2303569,92615,3718,0.041819021
skibidi toilet 77 (full episode),DaFuq!?Boom!,Entertainment,US,2024-11-19T09:35:06Z,24.62,20012172,710399,136820,0.042335185
WAVY (OFFICIAL VIDEO) KARAN AUJLA | LATEST PUNJABI SONGS 2024,Karan Aujla,Music,CA,2024-11-15T12:30:16Z,2.68,22111414,420323,20756,0.019948023
Brazil v Uruguay - Highlights - FIFA World Cup 26™ CONMEBOL Qualifiers 2024,SBS Sport ,Sports,AU,2024-11-20T04:59:13Z,5.3,74546,327,37,0.004882891
Jake Paul vs. Mike Tyson FIGHT HIGHLIGHTS 🥊 | ESPN Ringside,ESPN,Sports,US,2024-11-16T05:56:22Z,2.58,34057923,264768,54675,0.009379403
MIND BLOWING A.I. CONSPIRACY THEORIES!,shane,Comedy,US,2024-11-18T22:01:44Z,59.87,1869889,81384,10715,0.049253726
Kendrick Lamar - tv off (Official Audio),Kendrick Lamar,People & Blogs,US,2024-11-22T17:08:31Z,3.68,5669767,292223,24062,0.055784479
We Spent $1000 On Our Subscribers' Businesses,a bit more willne,Comedy,GB,2024-11-19T20:47:42Z,28.1,749444,91591,2267,0.125236842
INDONESIA ARE BACK | Indonesia - Saudi Arabia | Highlights #AsianQualifiers - Road To 26,AFC Asian Cup,Sports,MY,2024-11-19T17:00:36Z,4.15,2934484,66880,9762,0.026117709
Getting In The Christmas Spirit & Vlogmas Plans | ad,Zoe Sugg,People & Blogs,GB,2024-11-19T16:47:27Z,37.2,591026,24401,293,0.04178158
