category,channel_country,channelTitle,subscriber_count,total_view_count
Gaming,NO,Boosfer,957000,191020399
Music,US,NoCap,1270000,1123413063
Sports,US,Minnesota Vikings,331000,158860746
Pets & Animals,US,Dr. Plants,2830000,243420742
Pets & Animals,US,TerraGreen,814000,70625158
Gaming,US,The Game Theorists,19400000,4348336246
Gaming,US,Evbo,2970000,963440645
Entertainment,US,Matt Stonie,16400000,3708222144
Sports,AU,cricket.com.au,9680000,5245222510
Sports,US,WWE,105000000,89725769013
Autos & Vehicles,US,PeckBrothers,106000,9544981
Gaming,NL,FundyLIVE,1320000,54657064
Entertainment,JP,ConnorDawg,1440000,370204220
Entertainment,US,Duke Dennis,3030000,169511357
Comedy,US,SEC Shorts,297000,94053252
People & Blogs,US,pierson,6060000,1826070921
Sports,US,On3,207000,55936587
Pets & Animals,CA,AntsCanada,6210000,755290794
Music,US,Riot Games Music,501000,202167092
Autos & Vehicles,US,ScrapLifeLee,520000,192779339
News & Politics,US,OfflineTV,3260000,830564328
People & Blogs,US,Safiya Nygaard,10100000,2035888906
Sports,GB,Tottenham Hotspur,3740000,1416387706
Pets & Animals,US,Bass fishing Productions,2410000,561136078
Gaming,US,Home Of Games,4550000,385212841
Film & Animation,US,JLaservideo,5110000,1221835923
Entertainment,US,Baylen Levine,4820000,855150535
Gaming,CA,Pazjor,678000,310042893
Sports,US,WWE on USA,647000,400627442
Gaming,NL,jessetc,1190000,525301018
Sports,US,The Joel Klatt Show: A College Football Podcast,179000,45886004
Gaming,US,Dani and Snappy,28800,3144956
Film & Animation,US,Wicked Movie,89700,35496821
Autos & Vehicles,US,Grind Hard Plumbing Co,2700000,552159091
Film & Animation,US,RDCworld1,7050000,1664925084
Entertainment,US,Magic The Noah,1170000,132576559
Entertainment,KR,Mnet K-POP,21400000,17129607978
Entertainment,US,Sam and Colby Reacts,1940000,140822788
Science & Technology,AU,ColdFusion,4930000,502146619
Gaming,US,PointCrow,2400000,593163683
Sports,GB,TNT Sports,5690000,3848708112
Film & Animation,US,ZAMination,5290000,1845487935
Entertainment,US,Schaffrillas Productions,1940000,458122424
Gaming,DE,Gamer Robot,4310000,266468534
Entertainment,US,AMP,6720000,768343770
Science & Technology,CA,Engineezy,876000,341254979
Entertainment,US,Direct Weather,252000,74949825
Entertainment,GB,BrainPilot,264000,129109254
Comedy,US,The Try Guys,7980000,2773619876
Sports,GB,The United Stand,1970000,1423137161
Sports,PY,CONMEBOL Sudamericana,309000,73459222
Sports,US,Autumn Nations Series,106000,56670698
Music,US,DaBaby,10800000,5384022470
Music,US,Republic Records,757000,593075801
Music,KR,ROSÉ,12900000,1365394128
Film & Animation,AU,GLITCH,12100000,1346891238
Music,GB,ThreeDaysGraceVEVO,1460000,2037806629
Autos & Vehicles,US,Donut,8880000,2808407813
People & Blogs,US,Royal Court,303000,23611728
Sports,US,"Fishing With ""Oh Dad!""",1410000,2961959
Sports,US,Netflix Sports,2150000,12692602
Music,MX,Tito Double P,828000,1076667838
Music,US,Oliver Anthony Music,1360000,221971796
Sports,PT,UR · Cristiano,69600000,647384087
Entertainment,US,JustParkers ,519000,14825262
Music,CO,MalumaVEVO,13900000,21080589580
People & Blogs,US,Joll and Conk,496000,47281439
Entertainment,GB,British Vogue,1660000,534181187
Music,US,twenty one pilots,13600000,6266146751
Music,US,On The Radar Radio,1050000,298188124
Entertainment,US,Lackadaisy,1040000,58973458
Music,US,Juice WRLD,12100000,6945220523
Music,US,NickiMinajAtVEVO,12500000,9367256640
Music,US,KaneBrownVEVO,696000,2321843955
Music,US,Grupo Frontera,4040000,5539321656
Music,US,Neutro Shorty,2990000,1461553113
Entertainment,US,Universal Pictures,9490000,6713007433
Gaming,US,Honkai: Star Rail,2390000,456596121
Gaming,US,PlayOverwatch,2960000,818097212
Music,US,Jack Harlow,2950000,1847692539
Music,CO,ElaTaubertVEVO,6350,130579702
Sports,MX,LIGA BBVA MX,1260000,688900540
Entertainment,US,Honkai: Star Rail,2390000,456596121
People & Blogs,KR,OfficialGDRAGON,3120000,431148615
People & Blogs,US,Gomu,92100,637724
Music,US,CMA Country Music Association,150000,66828005
Film & Animation,CA,Dungeon Soup,465000,46454964
Music,US,BossMan Dlow,787000,603187745
Entertainment,AU,SunnyV2,4250000,1257891319
Entertainment,GB,Gordon Ramsay,21000000,4263060634
Howto & Style,US,Blacktail Studio,2920000,382262244
Entertainment,US,Jeremy Jahns,2010000,908786664
News & Politics,US,WPLG Local 10,935000,1015479652
Music,US,Schlatt & Co.,1200000,134566216
Entertainment,US,DukeDennis LIVE,1220000,140796226
Gaming,SE,Minecraft,13900000,2408176358
Film & Animation,US,Pixar,8750000,4740302153
Comedy,US,Shane2,2770000,177903026
Gaming,GB,Stylosa,758000,430986666
