category,channel_country,channelTitle,subscriber_count,total_view_count
Pets & Animals,Unknown,beerpup,86700,1308060
People & Blogs,Unknown,Duvetbox,71200,6815998
Entertainment,US,AMP,6600000,751795420
Film & Animation,US,JaidenAnimations,13900000,2669618867
People & Blogs,GB,The Fellas,711000,201898186
Gaming,AU,EYstreem,11100000,4152838525
People & Blogs,Unknown,GOAT,220000,28863328
Sports,US,DAZN Boxing,4460000,2019406351
Sports,US,NFL on CBS,63700,47082683
Sports,AU,How Ridiculous,23000000,13797396733
People & Blogs,US,Markiplier,37100000,21990775751
Entertainment,US,JustParkers ,458000,11982166
News & Politics,US,10 Tampa Bay,493000,391200667
Sports,US,Matt Kempke,734000,303244741
Entertainment,Unknown,Disney,5870000,492872195
Gaming,US,Marvel Rivals,55900,9395761
Gaming,Unknown,Jacob Geller,1300000,120387947
Howto & Style,US,Evan and Katelyn,1530000,249992739
Music,Unknown,TylaVEVO,13200,537691436
Education,US,RealLifeLore,7640000,1726236829
Autos & Vehicles,US,Donut,8870000,2801240370
Sports,GB,Liverpool FC,10500000,3036729380
Sports,Unknown,Major League Soccer,1630000,714266645
Sports,US,Top Rank Boxing,2960000,1184107400
Gaming,Unknown,Clash of Clans,21000000,4718347677
Gaming,GB,LDShadowLady,7250000,3492274209
Music,JP,XG,3530000,1249036989
News & Politics,Unknown,CBS Evening News,2110000,1743876522
Music,US,KarolGVEVO,3860000,21350651014
News & Politics,GB,The Times and The Sunday Times,877000,343147824
Music,US,Schlatt & Co.,1180000,131785468
People & Blogs,US,morgans vlogs,610000,65627548
Gaming,US,MandJTV Plays,1090000,237790993
Music,US,Recording Academy / GRAMMYs,2290000,867774050
Gaming,US,Genshin Impact,7720000,1779521109
Autos & Vehicles,GB,Mat Armstrong MK2,1310000,177180803
Entertainment,KR,IVE,3880000,2539134560
Howto & Style,Unknown,Morley Kert,497000,133110577
Music,US,YoungBoy Never Broke Again,13800000,15430882822
Science & Technology,CA,Hacksmith Industries,15100000,2743912380
Sports,GB,TNT Sports,5660000,3821866820
Entertainment,US,jschlattLIVE,4440000,627400710
Science & Technology,US,Marques Brownlee,19600000,4560157603
Music,Unknown,BrandonLakeVEVO,930,53753776
Science & Technology,CA,Dave2D,3670000,811115049
Gaming,DE,SnakeThug - Brawl Stars,1270000,789148631
Film & Animation,GB,Eddsworld,4320000,943994501
Entertainment,US,Stranger Things,2800000,429143586
Gaming,US,MandJTV,2290000,943514450
Gaming,CA,Dead by Daylight,1150000,203799910
News & Politics,US,Fox News,12400000,18363285231
Sports,GB,Amazon Prime Video Sport,764000,353779646
Gaming,US,RedFalcon,525000,314495161
Gaming,US,Apex Legends,2820000,613018752
News & Politics,US,Associated Press,3350000,3476517084
Music,Unknown,Zach Bryan,1340000,1508315068
Gaming,Unknown,MultiVersus,179000,21331373
News & Politics,US,The White House,2090000,87604779
Entertainment,Unknown,First We Feast,14200000,4167855279
Music,US,Yungeen Ace,1680000,649066874
Howto & Style,US,PontiacMadeDDG,3430000,564208737
Entertainment,US,Comics Explained,2420000,870103757
Sports,US,All Elite Wrestling,4260000,2387466360
Entertainment,US,FaZe Rug,26800000,9220069849
Gaming,FI,Brawl Stars,20700000,2963888426
Music,US,Pure Noise Records,427000,384716995
Sports,GB,Man City,7820000,2156355005
Education,DE,Kurzgesagt – In a Nutshell,23200000,3014410660
Entertainment,GB,Footasylum,2900000,857329387
Comedy,Unknown,Man Carrying Thing,508000,186763874
Gaming,US,IShowSpeed,33100000,3263744893
Sports,US,KTO,732000,262865456
Science & Technology,US,xkcd's What If?,763000,39136029
Education,US,Practical Engineering,4010000,410607067
Entertainment,US,Mythical Kitchen,3420000,931047389
News & Politics,US,USA TODAY,7260000,4609272171
Comedy,Unknown,Chuckle Sandwich,1070000,154608639
Entertainment,GB,SidemenReacts,5710000,3140156760
News & Politics,US,FOX8 WGHP,54200,38797373
Education,US,Veritasium,16600000,2901123794
Autos & Vehicles,GB,Mat Armstrong,3580000,491971426
Howto & Style,GB,M&S,102000,159758167
Entertainment,US,W Magazine,1000000,547929051
People & Blogs,GB,Morrisons,33400,16648884
Music,Unknown,FutureVEVO,4370000,8726908879
Music,Unknown,Beyoncé,27500000,19530867950
Entertainment,GB,AldiUK,35500,19234462
Comedy,Unknown,The Onion,2750000,1214957096
People & Blogs,Unknown,Zoe Sugg,4970000,1076056308
Entertainment,IN,JioStudios,873000,547296450
Music,Unknown,Kodak Black,9130000,7169790186
Entertainment,US,Nidal Wonder,3270000,531554207
Howto & Style,US,Hometalk,1400000,587748978
News & Politics,Unknown,KCAL News,1020000,1169476473
Autos & Vehicles,US,Fritz Ramos,55500,19235935
Comedy,US,SocksStudios,1770000,312773052
