title,channelTitle,category,channel_country,date,time,duration,view_count,likes,engagement_rate,tags
"Tyler, The Creator - Chromakopia ALBUM REVIEW",theneedledrop,Music,US,10/31/2024,4:18:05,18.68,1290688,56046,0.047163218,"""album|review|music|reviews|indie|new|lyrics|listen|track|concert|live|update|the needle drop|anthony fantano|vlog|talk|discussion|music nerd|song|tyler the creator|rap|hip hop|noid|st chroma|reaction"""
Houston Texans vs. New York Jets Game Highlights | NFL 2024 Season Week 9,NFL,Sports,US,11/1/2024,3:44:50,12.37,2200130,24043,0.012350179,"""[none]"""
The Nightmare in the Tunnels (#20),Settled,Gaming,US,10/31/2024,21:43:40,16.17,397718,25735,0.067462373,"""Mory|Morytania|Area|Maxing|Max|OSRS|UIM|End|Game|Ultimate|Ironman|Old|School|Runescape|RS3|Settled|Settledrs|Progress|Video|Tricks|Tips|Bossing|Skilling|2007|2007Scape|Dream|Gear|Items|Boss|Episode|Settled UIM|UIM Settled|OSRS Settled|Morytania UIM|Morytania Ironman|Mory Ironman|Maxed UIM|UIM Maxing"""
Lady Gaga - Disease (Official Music Video),LadyGagaVEVO,Music,US,10/30/2024,1:00:34,4.37,9144422,509013,0.060946116,"""Lady Gaga|Interscope Records|Pop"""
Get in the Water,Jorge Rivera-Herrans - Topic,Music,PR,10/30/2024,10:01:56,3.68,1294077,35380,0.028502168,"""Jorge Rivera-Herrans|Steven Rodriguez|Steven Dookie|Armando Julián|Wanda Herrans|Cast of EPIC: The Musical|EPIC: The Vengeance Saga (Official Concept Album)|Get in the Water"""
"Bobby Lashley comes face-to-face with Swerve Strickland at FRIGHT NIGHT! | 10/30/24, AEW Dynamite",All Elite Wrestling,Sports,US,10/31/2024,2:30:16,11.6,1526268,38927,0.027972152,"""aew|aew dynamite|aew dynamite highlights this week|aew dynamite highlights|all elite wrestling|pro wrestling|aew on tbs|aew rampage|aew highlights|aew zero hour|aew buy in|AEW TV|swerve strickland|shelton benjamin|prince nana|mvp|mvp aew|shelton benjamin aew|bobby lashley|bobby lashley aew|bobby lashley aew debut|aew fight forever"""
Have the coziest November in Hay Day,Hay Day,Gaming,FI,10/31/2024,7:50:00,1.98,1099945,18702,0.017788162,"""Hay Day|HayDay|Supercell|Suprcell|Farming|Farm life|mobile|tablet|mobile game|game|yt:cc=on|ios|android|amazon|series|farmer|pig|horse|cow|sheep|goat|puppy|dog|kitten|cat|fishing|sanctuary|elephant|zebra|giraffe|hippo"""
"Alemán, Gera MX - Como Pacman (Video Oficial)",AlemanVEVO,Music,MX,10/31/2024,0:00:07,3.28,2144305,125492,0.060328172,"""aleman|gera mx|pacman|como pacman|video como pacman|video oficial pacman|rich mafia|rich vagos|rap en español|hiphop|rap|rap mexa|rap mexicano|gera mx aleman rich mafia|video aleman|video gera mx|rap mexicano 2024|arena hip hop|rap mexa para el gym|rap malandro|lo mejor del rap mexicano|mucho rap|rich mafia volumen|rich mafia vol|batman|cartman|southpark|mad max|pulpfiction|breaking bad|Homegrown Mafia|fear and loathing in las vegas"""
Unc & Ocho in DISBELIEF over Tom Brady post after Gisele pregnancy announcement 😱 | Nightcap,Nightcap,Sports,US,11/1/2024,13:00:17,10.65,401114,8547,0.027087063,"""Nightcap|Shannon Sharpe|Ochocinco|Chad Johnson|Chad Ochocinco|Club Shay Shay|Nightcap Podcast|Shannon Sharpe Podcast|Ochocinco Podcast"""
Jimmy Fallon Gets Spooked By Spicy Wings | Hot Ones,First We Feast,Entertainment,US,10/31/2024,15:00:03,24.4,2176714,88617,0.042388665,"""First we feast|fwf|firstwefeast|food|food porn|cook|cooking|chef|recipe|cocktail|bartender|craft beer|spicy food|foodie|burgers|food documentary|PETER DINKLAGE|venom|venom last dance|kevin feige|marvel|mcu|sony marvel|spiderman|tom holland"""
São Paulo,The Weeknd - Topic,Music,CA,10/31/2024,0:04:07,5.03,1698967,59349,0.035496275,"""The Weeknd|ザウィークエンド|ザ・ウィークエンド|Anitta|アニッタ|São Paulo"""
Marvel Studios | Look Ahead | Disney+,Marvel Entertainment,Entertainment,US,10/30/2024,13:30:06,1.88,1897896,83051,0.046422459,"""marvel|comics"""
*NEW* Fortnite Chapter 2 REMIX Battle Pass! (Free Juice WRLD),Ali-A,Gaming,GB,11/2/2024,7:26:00,8.23,409500,7424,0.019409035,"""fortnite chapter 2 remix battle pass|fortnite chapter 2 remix|fortnite chapter 2 remix battlepass|fortnite chapter 2|fortnite og 2 battle pass|fortnite og 2 battlepass|fortnite battle pass|fortnite|chapter 2|remix|battle pass|alia|ali a|new|juice wrld|snoop dog|ice spice|free|fortnite juice wrld|fortnite snoop dog|fortnite ice spice"""
MAKE THEM BELIEVE | T1 vs BLG: The Grand Finals |  Worlds 2024,LoL Esports,Gaming,US,11/2/2024,8:32:37,7.18,1567009,65421,0.044350096,"""Worlds 2024|worlds|league of legends|worlds league of legends|worlds 2024|esports|lck|lcs|lpl|cblol|lla|lec|pcs|vcs|swiss stage|worlds 2024 league of legends|lol esports|lol 2024|lol worlds 2024"""
This was one of the BIGGEST CHOKES EVER in the World Series...,Gomer Simpson ,Gaming,US,10/31/2024,6:29:00,7.0,571664,8405,0.020010006,"""GomesDaLegend|MLB 23|MLB The Show 23|What To Do First MLB 23|MLB 23 Tips|Make Stubs Fast MLB 23|MLB 23 Gameplay|MLB 23 New Features|MLB 23 News|Market Tips MLB 23|New Legends MLB 23|Free Packs MLB 23|Fast XP MLB 23|Best XP Method MLB 23|Ballplayer Tips MLB|No Money Spent MLB|MLB 23 Tier List|Best Cards MLB 23|MLB 23 NMS|Battle Royale MLB|Ranked Seasons MLB|MLB Pack Opening|NMS MLB The Show|Baseball|MLB|PS5|XBOX|Gaming|Sports"""
Yeat & Quavo - 5BRAZY [Official Music Video],Yeat Music,Music,US,10/30/2024,17:45:03,3.37,1065501,74533,0.07386666,"""yeat|summrs|lyfestyle|go2work|go to work|lyfe|afterlyfe|quavo|migos|offset|travis scott|huncho jack"""
Lil Uzi Vert - We Good [Official Audio],LIL UZI VERT,Music,US,11/1/2024,4:00:53,2.1,446183,16533,0.039734817,"""Lil|Uzi|Vert|Lil Uzi Vert|Eternal Atake|Money Longer|LUV|Futsal Shuffle|That Way|Sanguine Paradise|XO Tour Life|XO Tour Llif3|Luv Is Rage|Luv is Rage 2|The Perfect LUV Tape|Worldstar|Akadmiks|Philly|Rap|Hip Hop|Atlantic Records|Generation Now|Roc Nation|nwE_BsjBSUw|New Patek|Je2OItlb4pY/edit|PLUTO X BABY PLUTO|PLUTO|Lil Uzi Vert Future|Lil Uzi Vert Future Pluto x Baby Pluto|Future|Future Pluto|Lil Uzi Pluto x Baby Pluto|Baby Pluto"""
Yankees Lose the 2024 World Series | 1141,Talkin' Yanks,Sports,US,10/31/2024,6:00:31,23.53,204223,5079,0.038937828,"""yankees|new york yankees|talkin yanks|talkin yanks podcast|jomboy yankees|jomboy|jomboy media|jomboy videos|podcast|baseball|mlb|major league baseball|talkin' yanks|talkin' yanks podcast|yanks|yankees podcast|mlb podcast|baseball podcast|jomboy podcast|aaron boone|steinbrenner|brian cashman|new york"""
Megan Moroney - Am I Okay? (Official Video),MeganMoroneyVEVO,Music,US,10/30/2024,16:00:06,3.93,318615,7920,0.025770915,"""Megan moroney|tennessee orange|met somebody and he's got blue eyes|He opens the door and he don't make me cry|Tonight you’re lucky I’m drinking|Kansas Anymore|Another on the Way|Why Johnny|Girl In The Mirror|God Plays Gibson|Georgia Girl|Sleep on My Side|Mustang or Me|Sad Songs for Sad People|I'm Not Pretty|Lucky|Traitor Joe|Just ‘cause something’s good don’t mean it lasts|By fall we fell apart and just like that"""
BABYMONSTER - 'CLIK CLAK' M/V,BABYMONSTER,People & Blogs,KR,10/30/2024,4:00:02,2.92,45530414,1182741,0.027240517,"""BABYMONSTER|베이비몬스터|베몬|BABYMON|BAEMON|하람|아현|루카|치키타|파리타|로라|아사|HARAM|AHYEON|RUKA|CHIQUITA|PHARITA|RORA|ASA"""
Nintendo Music – Announcement Trailer,Nintendo of America,Gaming,US,10/30/2024,22:04:08,2.47,1301098,81630,0.074719199,"""nintendo|game|gameplay|fun|video game|action|adventure|rpg|play|switch|nintendo switch"""
"Lady Gaga, Bruno Mars - Die With A Smile (Live in Las Vegas)",Bruno Mars,Music,US,10/30/2024,1:00:22,4.7,10636037,348936,0.033903135,"""bruno mars|bruno|atlantic records|official video|pop music|R&B|funk|soul|bruno mars lady gaga|bruno mars lady gaga die with a smile|die with a smile|lady gaga bruno mars live|die with a smile live|lady gaga die with a smile|bruno mars die with a smile"""
"Denzel Curry, LAZER DIM 700 & Bktherula - Still In The Paint (Official Music Video)",Lyrical Lemonade,Music,US,10/30/2024,2:00:06,4.35,1073105,94088,0.091358255,"""waka flocka flame song|waka flocka lazer dim|lazer dim|denzel curry|zeltron|LAZER DIM 700|train music videos|subway music videos|lyrical lemonade music video|AMD Visuals|AMD music video|BK music video|hard in the paint music video|atlanta music videos|waka flocka flame music video|LAZER DIM music video"""
“Touch” Halloween Special Performance | KATSEYE,KATSEYE,Music,KR,10/30/2024,15:02:37,2.7,2624844,178697,0.070066259,"""[none]"""
Deliver Justice! Clash of Clans New Season,Clash of Clans,Gaming,US,10/31/2024,13:00:17,1.02,462313,15687,0.036784603,"""clash of clans|COC|Clash of Clans Gameplay|Clash of Clans Strategy|Clash of Clans Animation|Clash of Clans Commercial|Clash of Clans Attacks|Clash of Clans Town Hall|Hog Rider|PEKKA|Clan Wars|season challenges|clan war leagues|clash on|clan game|clan games|clash-a-rama|clasharama|justice|justice season|war machine scenery|Judgment King|Justice Queen|Grand Judge|Justice Scenery|clash of clans new season|clash season|hammer jam"""
"Pure CHAOS! Jon Moxley, AEW World Champion, responds to Orange Cassidy! | 10/30/24, AEW Dynamite",All Elite Wrestling,Sports,US,10/31/2024,2:15:00,9.57,610010,12781,0.022771758,"""aew|aew dynamite|aew dynamite highlights this week|aew dynamite highlights|aew on tnt|aew road to|all elite wrestling|pro wrestling|aew on tbs|aew rampage|aew highlights|aew rampage highlights|aew zero hour|aew buy in|AEW TV|jon moxley|pac|claudio castagnoli|marina shafir|wheeler yuta|orange cassidy|private party"""
MacBook Pro Announcement - October 30,Apple,Science & Technology,US,10/30/2024,15:11:07,16.88,23126166,70655,0.003055197,"""Apple|Apple announcement|keynote|MacBook Pro announcement|MacBook Pro|Apple Intelligence|October 2024"""
JUJU HAS IT ALL! | Brawl Stars Animation,Brawl Stars,Gaming,FI,10/30/2024,7:09:09,0.88,7699039,214933,0.029303657,"""brawl stars|mobile game|mobile strategy game|mobile rpg|mobile battle royale|battle royale|supercell game|juju|brawler|brawl talk|spike|amber|colette|champion|hero|voodoo|doll"""
Twenty One Pilots - Routines In The Night (Concert Film),twenty one pilots,Music,US,10/30/2024,17:00:06,3.42,598566,64155,0.1118707043166501,"""twenty one pilots|twenty one pilots official|the clancy world tour|twenty one pilots live|tyler performing in pit|twenty one pilots show|clancy tour|clancy tour columbus|routines in the night live|twenty one pilots with fans|clancy album|nationwide arena|twenty one pilots hometown show|clancy live|21 pilots tour|21 pilots live|21pilots|tyler joseph|clancy tour live|clancy tour audience|twenty one pilots tv|overcompensate|i am clancy|next semester"""
Please Stop Making Venom Movies,The Cosmonaut Variety Hour,Entertainment,US,10/30/2024,22:26:27,8.38,396291,23436,0.063334772,"""[none]"""
OPENING MY SIDEMEN SUNDAY PRESENT!,Miniminter,Entertainment,GB,10/30/2024,19:05:59,19.93,1589658,57062,0.036298374,"""simon|sidemen|miniminter|mm7games|random|vlog"""
Can I Break A Professional Course Record In One Try?,Bryson DeChambeau,Sports,US,10/30/2024,19:42:35,30.97,997791,24280,0.026062572,"""bryson dechambeau|break 50|golf|golfing|golf match|pro golfer|bryson break 50|bryson dechambeau golf|bryson dechambeau highlights|Can I Break A Professional Course Record In One Try?|course record|public golf course|breaking golf course records|bryson dechambeau course record series|i broke the course record|breaking course records|professional golfer|Can I Break A Public Course Record In One Try?|professional golf course"""
How to Ruin Geometry Dash,GD Colon,Gaming,CA,10/30/2024,19:00:06,17.87,419821,26049,0.075282085,"""gdcolon|gd colon|geometry dash|geometry dash lite|geometry dash free|battle pass|gacha|free games|if geometry dash was free|free mobile games being stinky and really really bad"""
Doodie Lo - My Bruddas Keeper (Official Video),Doodie Lo,Music,US,10/29/2024,17:18:41,2.8,639420,36579,0.063201026,"""Doodie Lo|Lil Durk|OTF|Free Lil Durk|King Von|Free Smurk|doodie lo smurkio flow|doodie lo me and doodie lo|doodie lo i swear to god|doodie lo istg|doodie lo streets raised me|sony a7s iii best settings|sony a7s iii|lil durk type beats|lil durk deep thoughts|doodie lo new music 2024|lil durk new music 2024"""
FULL INNING: Dodgers score FIVE runs with 2 OUTS to TIE World Series Game 5!,MLB,Sports,US,10/31/2024,2:11:29,21.87,2849566,24639,0.009735869,"""mlb|baseball|sports|mlb highlights|sports highlights|baseball highlights"""
Atlas Goes Hands On,Boston Dynamics,Science & Technology,US,10/30/2024,13:44:10,2.88,1568280,59281,0.042456067,"""boston dynamics|atlas|electric atlas|robots|robotics|humanoid robot|boston dynamics atlas|boston dynamics electric robot atlas|what's new atlas|boston dynamics atlas parkour|boston dynamic robots|atlas robot|boston dynamics robot|boston dynamics atlas video|how does atlas work?"""
I Got Every Fortnite Achievement,LazarBeam,Gaming,AU,10/29/2024,2:32:39,31.88,3793651,133062,0.036221308,"""[none]"""
Tottenham Hotspur 2-1 Man City | Carabao Cup Highlights | Werner and Sarr send Spurs into quarters,Tottenham Hotspur,Sports,GB,10/31/2024,0:00:13,8.17,3669228,50691,0.014318816,"""Spurs|Tottenham Hotspur|토트넘|손흥민"""
I bought a BROKEN BUGATTI VEYRON! My first million dollar hooptie?,Hoovies Garage,Autos & Vehicles,US,10/30/2024,17:48:17,18.48,749251,41587,0.062591842,"""[none]"""
#BlackChicagoBeLikePart119👿Part 18,Korporate Bidness,Entertainment,US,10/29/2024,3:00:06,26.07,1244671,53542,0.05940606,"""korporate bidness|black chicago"""
RUUD'S FIRST GAME! | Manchester United v Leicester City extended highlights,EFL,Sports,GB,10/31/2024,0:21:01,11.07,2739511,51252,0.019446901,"""EFL|Goal|Save|Championship|League One|League Two|Sky Bet|Football|Soccer|Premier League|Yesterday|yesterdays|goals|Carabao Cup|League"""
Stephen A. POINTS THE BLAME in the Yankees' World Series loss to the Dodgers | First Take,ESPN MLB,Sports,US,10/31/2024,15:07:20,13.83,346165,4357,0.017456993,"""First Take|First Take full show|first take espn|espn first take|Stephen a smith|Stephen a|Stephen A. Smith|First Take on ESPN|first take|first take youtube|Stephen a first take|Stephen A. First Take|ESPN|espn|world series|los angeles dodgers|new york yankees|dodgers|yankees|los angeles dodgers vs new york yankees|new york yankees vs los angeles dodgers|baseball|dodgers vs yankees|mlb"""
The Many Sins of Halloween Decorations,JonTronShow,Comedy,US,10/29/2024,18:25:13,13.55,899355,65387,0.076599341,"""jontron|jontronshow|halloween|decorations|funny|comedy"""
